Cruise ,Year,Month,Day,Latitude,Longitude,Station,Bottle,Depth,Pres,Tinsitu,potential_temp,practical_salinity,oxygen,silicate,nitrate,Central,ENACW16,ENACW12,SPMW8,SPMW7,IrSPMW,LSW,MW,ISOW,NEADWL,DSOW,NEADWu,PIW,SAIW,SAIW6,SAIW4
GA1028,2014,6,17,59.82258,-42.39896,56,6,99.1,100.5,5.391262,5.3832,34.7641,315.9,3.680418,8.789058,0,0,0,0,0,0.118747,0,0,0,0,0,0,0.00229,0.879173,0.544222,0.334951
GA1029,2014,6,17,59.82258,-42.39896,56,8,80.3,80.8,5.178929,5.1726,34.718,316.9,3.716351,8.644399,0,0,0,0,0,0,0,0,0,0,0,0,0.053894,0.946436,0.596746,0.34969
GA1030,2014,6,17,59.8226,-42.39894,56,11,60.5,61,5.326742,5.3219,34.7301,316.8,4.817925,9.062546,0,0,0,0,0,0.019993,0,0,0,0,0,0,0.03208,0.948135,0.624458,0.323677
GA1031,2014,6,17,59.8176,-42.31342,57,1,553.3,558.7,5.203913,5.1579,34.9161,293.1,6.578539,14.594298,0,0,0,0,0,0.672727,0,0,0,0,0,0,0.014114,0.313161,0.256824,0.056337
GA1032,2014,6,17,59.8176,-42.31343,57,6,397.1,401,5.168048,5.1356,34.9062,294.8,6.681588,13.785546,0,0,0,0,0,0.628786,0,0,0,0,0,0,0.015337,0.355874,0.259984,0.09589
GA1033,2014,6,17,59.8176,-42.31342,57,10,198.1,200.4,4.900073,4.8846,34.8247,302.5,5.470707,12.321514,0,0,0,0,0,0.372711,0,0,0,0,0,0,0.092826,0.534465,0.410727,0.123738
GA1034,2014,6,17,59.8176,-42.3134,57,13,100.1,100.9,5.039518,5.0317,34.7717,311.8,4.414106,10.375701,0,0,0,0,0,0.176365,0,0,0,0,0,0,0.07342,0.750348,0.508571,0.241777
GA1035,2014,6,17,59.8176,-42.31338,57,15,51.5,51.6,5.659932,5.6557,34.7989,315.2,3.611309,7.786707,0,0,0,0,0,0.080375,0,0,0,0,0,0,0,0.919123,0.570804,0.348319
GA1036,2014,6,17,59.81526,-42.27934,58,1,869.4,879.4,4.225896,4.158,34.9294,281.3,8.578777,15.494485,0,0,0,0,0,0.733749,0,0,0,0,0,0,0.166418,0.09983,0.026573,0.073257
GA1037,2014,6,17,59.81528,-42.27934,58,3,840.7,850.2,4.247096,4.1815,34.9302,280.8,8.640887,15.395416,0,0,0,0,0,0.732347,0,0,0,0,0,0,0.160402,0.107249,0.024604,0.082645
GA1038,2014,6,17,59.81526,-42.27934,58,4,789.4,798.5,4.398842,4.3366,34.9359,281.5,8.357885,15.305666,0,0,0,0,0,0.74583,0,0,0,0,0,0,0.132156,0.122012,0.038833,0.083179
GA1039,2014,6,17,59.8153,-42.27939,58,6,692.6,700.4,4.587612,4.5325,34.941,282.7,8.109397,15.150375,0,0,0,0,0,0.75626,0,0,0,0,0,0,0.097534,0.146205,0.06209,0.084115
GA1040,2014,6,17,59.81516,-42.27999,58,8,594.8,601.1,4.917295,4.8689,34.948,286.8,7.600943,14.850478,0,0,0,0,0,0.772747,0,0,0,0,0,0,0.04121,0.186041,0.111876,0.074165
GA1041,2014,6,17,59.81505,-42.28062,58,10,493,498.5,5.147032,5.1064,34.9316,289.7,7.0167,13.967052,0,0,0,0,0,0.704819,0,0,0,0,0,0,0.005144,0.290034,0.184612,0.105422
GA1042,2014,6,17,59.81492,-42.28128,58,12,397.1,401.3,5.159849,5.1274,34.9079,294.2,6.730402,13.27752,0,0,0,0,0,0.626781,0,0,0,0,0,0,0.011823,0.361392,0.244534,0.116858
GA1043,2014,6,17,59.81478,-42.28196,58,14,297.1,300.5,5.051503,5.0277,34.8679,297.9,6.045011,12.449054,0,0,0,0,0,0.49845,0,0,0,0,0,0,0.044925,0.456623,0.320294,0.136329
GA1044,2014,6,17,59.81468,-42.28259,58,16,199.1,200.6,4.793315,4.778,34.8071,303.3,5.789901,11.70885,0,0,0,0,0,0.315628,0,0,0,0,0,0,0.116309,0.568064,0.428614,0.13945
GA1045,2014,6,17,59.81452,-42.28346,58,19,99.1,100,4.866511,4.8589,34.7745,309.5,5.187231,10.541733,0,0,0,0,0,0.195978,0,0,0,0,0,0,0.105858,0.698255,0.485924,0.212331
GA1046,2014,6,17,59.79924,-42.00496,60,1,1714.041957,1737.819,3.0612,2.931347,34.91,285.930563,9.703625,15.02849,0,0,0,0,0.01999,0,0.610036,0,0.369978,0,0,0,0,0,0,0
GA1047,2014,6,17,59.79929,-42.0077,60,6,937.945133,949.279,3.4135,3.345688,34.9202,281.615287,9.631044,15.398728,0,0,0,0,0.107766,0,0.66132,0,0.230916,0,0,0,0,0,0,0
GA1048,2014,6,17,59.7993,-42.00828,60,7,840.525246,850.494,3.6648,3.603011,34.9312,277.90984,9.815109,15.816902,0,0,0,0,0,0.68533,0,0,0,0,0,0,0.268629,0.045905,0,0.045905
GA1049,2014,6,17,59.79932,-42.00966,60,10,542.538767,548.603,3.8331,3.793797,34.9254,278.128872,9.476786,16.008776,0,0,0,0,0,0.713818,0,0,0,0,0,0,0.23415,0.051987,0,0.051987
GA1050,2014,6,17,59.79932,-42.01005,60,11,444.765075,449.637,3.934,3.901784,34.9098,286.845514,8.792101,15.757236,0,0,0,0,0,0.698923,0,0,0,0,0,0,0.22882,0.072253,0.05448,0.017773
GA1051,2014,6,17,59.79932,-42.01084,60,13,296.560887,299.709,4.2286,4.206768,34.9227,291.460823,8.286769,15.705491,0,0,0,0,0,0.738592,0,0,0,0,0,0,0.17588,0.085542,0.085542,0
GA1052,2014,6,17,59.79934,-42.01158,60,15,198.825722,200.892,4.6896,4.674381,34.9408,291.674726,7.757248,15.176182,0,0,0,0,0,0.773505,0,0,0,0,0,0,0.08646,0.140032,0.117636,0.022396
GA1053,2014,6,19,59.50204,-45.61974,62,1,480.2,485,4.969317,4.9305,34.9317,289.2,7.39028,16.555061,0,0,0,0,0,0.754928,0,0,0,0,0,0,0.052782,0.192402,0.192402,0
GA1054,2014,6,19,59.50204,-45.61974,62,3,396.1,400.1,5.105693,5.0735,34.9273,291.3,6.984689,15.512308,0,0,0,0,0,0.730172,0,0,0,0,0,0,0.032722,0.237123,0.237123,0
GA1055,2014,6,19,59.50204,-45.61974,62,5,296.2,298.8,5.207853,5.1838,34.9187,293.5,6.544457,15.056185,0,0,0,0,0,0.698059,0,0,0,0,0,0,0.018531,0.283415,0.279037,0.004378
GA1056,2014,6,19,59.50204,-45.61974,62,7,198.2,200.1,4.602959,4.588,34.7564,304.3,5.728581,14.101279,0,0,0,0,0,0.217199,0,0,0,0,0,0,0.199315,0.583566,0.583566,0
GA1057,2014,6,19,59.4343,-45.66648,63,1,1608.2,1629.2,3.404675,3.28,34.9237,278.7,9.954658,17.229699,0,0,0,0,0.085878,0,0.751423,0,0.162699,0,0,0,0,0,0,0
GA1058,2014,6,19,59.4343,-45.66648,63,2,1483.3,1501.6,3.611333,3.4955,34.925,279.1,9.688046,17.280308,0,0,0,0,0,0.704009,0,0,0,0,0,0,0.295977,0,0,0
GA1059,2014,6,19,59.4343,-45.66648,63,3,1382.9,1399.8,3.706025,3.5981,34.9253,279.1,9.471715,17.313985,0,0,0,0,0,0.722895,0,0,0,0,0,0,0.277116,0,0,0
GA1060,2014,6,19,59.4343,-45.66648,63,4,1284.4,1299.9,3.777151,3.6772,34.9217,279.8,9.346437,17.371337,0,0,0,0,0,0.736585,0,0,0,0,0,0,0.263469,0,0,0
GA1061,2014,6,19,59.4343,-45.66648,63,5,1185.9,1199.8,3.799056,3.7075,34.9211,280.8,9.157154,17.302451,0,0,0,0,0,0.742014,0,0,0,0,0,0,0.258051,0,0,0
GA1062,2014,6,19,59.4343,-45.66648,63,6,1087.4,1099.6,3.814915,3.7317,34.9199,281.3,9.261137,17.246361,0,0,0,0,0,0.746135,0,0,0,0,0,0,0.253937,0,0,0
GA1063,2014,6,19,59.4343,-45.66648,63,7,988.7,1000,3.905623,3.83,34.9172,281.5,8.914952,17.313132,0,0,0,0,0,0.73671,0,0,0,0,0,0,0.239165,0.024214,0.024214,0
GA1064,2014,6,19,59.4343,-45.66648,63,8,890.1,900,4.011322,3.9432,34.9199,282.7,8.688321,17.22028,0,0,0,0,0,0.742512,0,0,0,0,0,0,0.219341,0.038241,0.038241,0
GA1065,2014,6,19,59.4343,-45.66648,63,9,791.4,799.6,4.251915,4.1905,34.9262,283.5,8.288378,17.151552,0,0,0,0,0,0.756033,0,0,0,0,0,0,0.175866,0.068202,0.068202,0
GA1066,2014,6,19,59.4343,-45.66648,63,10,693.6,701.2,4.44741,4.393,34.9324,283.6,8.062491,16.937132,0,0,0,0,0,0.768303,0,0,0,0,0,0,0.139983,0.091794,0.091794,0
GA1067,2014,6,19,59.4343,-45.66648,63,11,593.8,600.3,4.620035,4.5731,34.935,284.8,7.812633,16.652327,0,0,0,0,0,0.770416,0,0,0,0,0,0,0.109553,0.120093,0.120093,0
GA1068,2014,6,19,59.4343,-45.66648,63,12,495,500,4.757253,4.718,34.9347,285.8,7.440918,16.139992,0,0,0,0,0,0.76218,0,0,0,0,0,0,0.08659,0.151249,0.151249,0
GA1069,2014,6,19,59.4343,-45.66648,63,13,397.1,400.6,4.854356,4.8229,34.9317,288,7.099685,15.963211,0,0,0,0,0,0.750839,0,0,0,0,0,0,0.071017,0.178172,0.178172,0
GA1070,2014,6,19,59.4343,-45.66648,63,14,299.1,301.6,4.942667,4.919,34.929,289.3,6.866233,15.609908,0,0,0,0,0,0.737889,0,0,0,0,0,0,0.05673,0.205389,0.203982,0.001407
GA1071,2014,6,19,59.4343,-45.66648,63,15,199.1,201.1,4.885726,4.8702,34.8845,293.4,6.750675,15.056046,0,0,0,0,0,0.60172,0,0,0,0,0,0,0.087954,0.310333,0.310333,0
GA1072,2014,6,19,59.4343,-45.66648,63,16,148.6,150.2,4.857997,4.8465,34.8488,297.7,6.381019,14.23261,0,0,0,0,0,0.48582,0,0,0,0,0,0,0.107201,0.406983,0.390848,0.016135
GA1073,2014,6,19,59.4343,-45.66648,63,17,99.1,100.5,4.719636,4.7121,34.7883,302.1,6.024404,13.268921,0,0,0,0,0,0.294704,0,0,0,0,0,0,0.156531,0.548767,0.512859,0.035908
GA1074,2014,6,19,59.06776,-46.08304,64,1,2465,2502.1,2.322711,2.1352,34.9042,292.7,10.205469,15.422639,0,0,0,0,0,0,0.384953,0,0.140216,0,0.474848,0,0,0,0,0
GA1075,2014,6,19,59.06776,-46.08304,64,3,2366.1,2401,2.539714,2.3577,34.9147,288.4,11.153741,15.892874,0,0,0,0,0,0,0.418102,0,0.26843,0,0.313487,0,0,0,0,0
GA1076,2014,6,19,59.06776,-46.08304,64,5,2218.1,2249.6,2.778738,2.6067,34.9296,281,12.713085,16.645702,0,0,0,0,0,0,0.432176,0,0.442254,0,0.125595,0,0,0,0,0
GA1077,2014,6,19,59.06776,-46.08304,64,7,1971.8,1999.1,3.00683,2.8543,34.9254,278.9,12.076676,16.932089,0,0,0,0,0.007532,0,0.575927,0.000608,0.396098,0.019835,0,0,0,0,0,0
GA1078,2014,6,19,59.06776,-46.08304,64,8,1776.3,1799.8,3.231275,3.0936,34.9251,278,11.136391,17.021436,0,0,0,0,0.05308,0,0.655158,0.000254,0.28322,0.008288,0,0,0,0,0,0
GA1079,2014,6,19,59.06776,-46.08304,64,9,1578.7,1598.9,3.438003,3.3156,34.9256,278.1,10.45275,16.988034,0,0,0,0,0.096816,0,0.71788,0.000147,0.180373,0.004785,0,0,0,0,0,0
GA1080,2014,6,19,59.06776,-46.08304,64,10,1381.9,1399.4,3.617049,3.5101,34.9273,278.3,10.158106,17.057284,0,0,0,0,0.136359,0,0.769631,0.000394,0.08076,0.012856,0,0,0,0,0,0
GA1081,2014,6,19,59.06776,-46.08304,64,11,1185.9,1199.6,3.76634,3.6751,34.9218,278.6,9.637938,16.976481,0,0,0,0,0.165828,0,0.831094,0.000059,0.001088,0.001939,0,0,0,0,0,0
GA1082,2014,6,19,59.06776,-46.08304,64,12,987.7,999.4,3.618987,3.5457,34.8726,293.5,8.467777,16.512275,0,0,0,0,0,0.138042,0.773357,0,0,0,0,0,0,0.0887,0.0887,0
GA1083,2014,6,19,59.06776,-46.08304,64,13,890.1,899.9,3.621619,3.5563,34.8677,296.5,8.147843,16.323278,0,0,0,0,0,0.122519,0.775181,0,0,0,0,0,0,0.102416,0.102416,0
GA1084,2014,6,19,59.06776,-46.08304,64,14,791.4,799.7,3.683021,3.6252,34.8714,298.7,8.054594,16.330037,0,0,0,0,0,0.154112,0.742086,0,0,0,0,0,0,0.103942,0.103942,0
GA1085,2014,6,19,59.06776,-46.08304,64,15,742,750,3.740692,3.6864,34.8815,295,8.120137,16.413553,0,0,0,0,0,0.204341,0.704446,0,0,0,0,0,0,0.091322,0.091322,0
GA1086,2014,6,19,59.06776,-46.08304,64,16,642.2,649.3,3.878917,3.8317,34.8937,293,8.206383,16.433599,0,0,0,0,0,0.282296,0.6298,0,0,0,0,0,0,0.087995,0.087995,0
GA1087,2014,6,19,59.06776,-46.08304,64,17,495,499.6,4.061688,4.0252,34.909,296.3,7.900146,16.171088,0,0,0,0,0,0.384996,0.531227,0,0,0,0,0,0,0.083875,0.083875,0
GA1088,2014,6,19,59.06776,-46.08304,64,18,396.1,399.7,4.176452,4.1472,34.9156,293.9,7.955351,16.453637,0,0,0,0,0,0.438332,0.47291,0,0,0,0,0,0,0.088866,0.088866,0
GA1089,2014,6,19,59.06776,-46.08304,64,19,316.9,319.6,4.336498,4.3129,34.9165,293.6,7.804576,16.149694,0,0,0,0,0,0.475833,0.404747,0,0,0,0,0,0,0.119497,0.119497,0
GA1090,2014,6,19,59.06776,-46.08304,64,20,198.1,199.7,4.750221,4.735,34.9386,290.6,7.453426,16.022183,0,0,0,0,0,0.651719,0.204832,0,0,0,0,0,0,0.14349,0.14349,0
GA1091,2014,6,19,59.06776,-46.08304,64,21,148.6,149.7,4.782292,4.7709,34.9377,291.9,7.2198,15.713417,0,0,0,0,0,0.654662,0.191603,0,0,0,0,0,0,0.153758,0.153758,0
GA1092,2014,6,19,59.06776,-46.08304,64,22,99.1,99.8,5.0943,5.0865,34.9238,297.3,7.187649,14.700211,0,0,0,0,0.032457,0.602765,0.115295,0,0,0,0,0,0,0.24948,0.24948,0
GA1093,2014,6,20,58.583,-46.38609,65,1,2535.6,2573.6,2.08265,1.893,34.8967,296.5,9.307013,14.487504,0,0,0,0,0,0,0.238611,0,0.202128,0,0.500958,0,0.058297,0,0,0
GA1094,2014,6,20,58.583,-46.38609,65,2,2424.9,2460.9,2.113461,1.9337,34.8858,299.4,8.652461,14.389032,0,0,0,0,0,0,0.333261,0,0.112362,0,0.49322,0,0.061149,0,0,0
GA1095,2014,6,20,58.583,-46.38609,65,3,2170.1,2200.7,2.729367,2.5627,34.9245,280.8,12.400674,16.147296,0,0,0,0,0,0,0.403833,0,0.447203,0,0.146025,0,0.002958,0,0,0
GA1096,2014,6,20,58.583,-46.38609,65,4,1972.8,2000.1,2.960517,2.8086,34.9223,281.3,11.043126,16.077685,0,0,0,0,0,0,0.537829,0,0.4622,0,0,0,0,0,0,0
GA1097,2014,6,20,58.583,-46.38609,65,5,1777.4,1800.7,3.16079,3.024,34.9217,277.6,11.091479,16.593276,0,0,0,0,0.039802,0,0.619475,0,0.340724,0,0,0,0,0,0,0
GA1098,2014,6,21,58.583,-46.38609,65,6,1579.8,1600.1,3.368153,3.2465,34.9216,275.4,10.804848,16.862537,0,0,0,0,0.083132,0,0.690365,0,0.226503,0,0,0,0,0,0,0
GA1099,2014,6,21,58.583,-46.38609,65,7,1481.4,1499.8,3.448012,3.3342,34.9231,275.7,10.718501,16.929151,0,0,0,0,0.100967,0,0.713119,0.000098,0.182616,0.0032,0,0,0,0,0,0
GA1100,2014,6,21,58.583,-46.38609,65,8,1382.9,1399.8,3.557041,3.4507,34.926,275.1,10.379662,16.879687,0,0,0,0,0.125907,0,0.722868,0,0.151225,0,0,0,0,0,0,0
GA1101,2014,6,21,58.583,-46.38609,65,9,1284.5,1300,3.64748,3.5488,34.9247,273.9,10.148295,16.94142,0,0,0,0,0.144764,0,0.757183,0,0.098054,0,0,0,0,0,0,0
GA1102,2014,6,21,58.583,-46.38609,65,10,1185.9,1199.9,3.742352,3.6513,34.925,275.2,9.705492,16.722127,0,0,0,0,0.165732,0,0.779036,0,0.055233,0,0,0,0,0,0,0
GA1103,2014,6,21,58.583,-46.38609,65,11,1086.4,1098.7,3.747657,3.6651,34.9118,280,9.282735,16.555982,0,0,0,0,0.161394,0,0.838631,0,0,0,0,0,0,0,0,0
GA1104,2014,6,21,58.583,-46.38609,65,12,987.8,999.3,3.711127,3.6371,34.8942,284.7,8.796301,16.179871,0,0,0,0,0.086146,0.060124,0.798199,0,0,0,0,0,0,0.055534,0.055534,0
GA1105,2014,6,21,58.583,-46.38609,65,13,890.1,900.1,3.57078,3.5058,34.8676,295,8.263479,15.977555,0,0,0,0,0,0.106363,0.79659,0,0,0,0,0,0,0.097103,0.097103,0
GA1106,2014,6,21,58.583,-46.38609,65,14,790.4,798.9,3.585945,3.5288,34.8657,294.7,8.13264,15.910388,0,0,0,0,0,0.103338,0.78976,0,0,0,0,0,0,0.10695,0.10695,0
GA1107,2014,6,21,58.583,-46.38609,65,15,691.6,699.2,3.622881,3.5732,34.8675,298.8,7.977604,15.822429,0,0,0,0,0,0.12291,0.768998,0,0,0,0,0,0,0.108174,0.108174,0
GA1108,2014,6,21,58.583,-46.38609,65,16,593.8,600.5,3.764194,3.7213,34.8836,295.6,8.016648,15.918101,0,0,0,0,0,0.216231,0.688171,0,0,0,0,0,0,0.095658,0.095658,0
GA1109,2014,6,21,58.583,-46.38609,65,17,494,499.5,3.904352,3.8685,34.8955,293.7,7.984728,15.835199,0,0,0,0,0,0.292634,0.613231,0,0,0,0,0,0,0.094167,0.094167,0
GA1110,2014,6,21,58.583,-46.38609,65,18,396.1,399.7,4.025671,3.9969,34.906,297.1,7.937469,16.0145,0,0,0,0,0,0.366347,0.546779,0,0,0,0,0,0,0.086962,0.086962,0
GA1111,2014,6,21,58.583,-46.38609,65,19,297.1,300,4.16179,4.1401,34.9113,294.1,7.799301,15.900274,0,0,0,0,0,0.415291,0.482094,0,0,0,0,0,0,0.102664,0.102664,0
GA1112,2014,6,21,58.583,-46.38609,65,20,198.1,199.8,4.261447,4.247,34.9026,297,7.655457,15.693237,0,0,0,0,0,0.406332,0.449751,0,0,0,0,0,0,0.143981,0.143981,0
GA1113,2014,6,21,58.583,-46.38609,65,21,147.6,149.2,4.461368,4.4504,34.907,294.9,7.403332,15.337048,0,0,0,0,0,0.463856,0.361947,0,0,0,0,0,0,0.174207,0.174207,0
GA1114,2014,6,21,58.583,-46.38609,65,22,99.1,100.3,4.51447,4.5071,34.86,303.2,7.393614,13.882744,0,0,0,0,0.054145,0.187868,0.453328,0,0,0,0,0,0,0.304655,0.304655,0
GA1115,2014,6,21,57.99204,-46.7531,66,1,3093.2,3144,1.736125,1.4989,34.9048,298.1,9.276849,14.343974,0,0,0,0,0,0,0.046392,0,0.125364,0,0.795634,0,0.032619,0,0,0
GA1116,2014,6,21,57.99204,-46.7531,66,2,2933,2980.2,2.10493,1.8757,34.9062,289.5,12.02927,15.290048,0,0,0,0,0,0,0.127413,0,0.370895,0,0.408892,0,0.092835,0,0,0
GA1117,2014,6,21,57.99204,-46.7531,66,3,2708.1,2750.2,2.509622,2.2946,34.9166,282.4,13.3197,16.047067,0,0,0,0,0,0,0.264993,0,0.490191,0,0.175412,0,0.069446,0,0,0
GA1118,2014,6,21,57.99204,-46.7531,66,4,2463.3,2500.4,2.772134,2.5764,34.9261,279.1,12.899165,16.346476,0,0,0,0,0,0,0.395704,0,0.472136,0,0.125838,0,0.006349,0,0,0
GA1119,2014,6,21,57.99204,-46.7531,66,5,2217.3,2249.4,2.976598,2.8013,34.9229,279.6,11.971494,16.457641,0,0,0,0,0,0,0.535727,0.000303,0.454138,0.009888,0,0,0,0,0,0
GA1120,2014,6,21,57.99204,-46.7531,66,6,1973,1999.7,3.19184,3.0365,34.9224,278.7,10.940298,16.501061,0,0,0,0,0.042572,0,0.620217,0,0.337212,0,0,0,0,0,0,0
GA1121,2014,6,21,57.99204,-46.7531,66,7,1776.5,1800.5,3.393025,3.2531,34.9248,277,10.537655,16.550451,0,0,0,0,0.087298,0,0.661344,0,0.251359,0,0,0,0,0,0,0
GA1122,2014,6,21,57.99204,-46.7531,66,8,1580.8,1600.7,3.586055,3.4617,34.9267,276.1,10.324956,16.740735,0,0,0,0,0.128805,0,0.717459,0,0.153737,0,0,0,0,0,0,0
GA1123,2014,6,21,57.99204,-46.7531,66,9,1383,1399.7,3.706492,3.5986,34.9127,279.3,9.612695,16.622683,0,0,0,0,0.146809,0,0.853194,0,0,0,0,0,0,0,0,0
GA1124,2014,6,21,57.99204,-46.7531,66,10,1186,1200.1,3.55797,3.4687,34.8739,291.6,8.56164,16.103552,0,0,0,0,0,0.120431,0.803874,0,0,0,0,0,0,0.075723,0.075723,0
GA1125,2014,6,21,57.99204,-46.7531,66,11,1087.4,1100.5,3.526045,3.4453,34.8658,294.1,8.276583,15.996614,0,0,0,0,0,0.085245,0.823613,0,0,0,0,0,0,0.091189,0.091189,0
GA1126,2014,6,21,57.99204,-46.7531,66,12,988.8,999.7,3.501381,3.429,34.8603,295.1,8.192828,15.927325,0,0,0,0,0,0.060675,0.8373,0,0,0,0,0,0,0.102078,0.102078,0
GA1127,2014,6,21,57.99204,-46.7531,66,13,791.4,800.2,3.55193,3.4949,34.8625,295.8,8.040023,15.920745,0,0,0,0,0,0.084471,0.807512,0,0,0,0,0,0,0.108078,0.108078,0
GA1128,2014,6,21,57.99204,-46.7531,66,14,593.9,600,3.748475,3.7057,34.8768,297.2,7.989134,15.782687,0,0,0,0,0,0.186643,0.703316,0,0,0,0,0,0,0.110102,0.110102,0
GA1129,2014,6,21,57.99204,-46.7531,66,15,496,500.6,3.808545,3.773,34.8804,296.2,7.752536,15.716567,0,0,0,0,0,0.214272,0.671377,0,0,0,0,0,0,0.1144,0.1144,0
GA1130,2014,6,21,57.99204,-46.7531,66,16,396.1,399.9,3.86997,3.8417,34.87,299.5,7.58464,15.508626,0,0,0,0,0,0.190471,0.656731,0,0,0,0,0,0,0.152865,0.152865,0
GA1131,2014,6,21,57.99204,-46.7531,66,17,297.2,300.1,4.196364,4.1746,34.8813,298.3,7.364681,15.30098,0,0,0,0,0,0.305696,0.507016,0,0,0,0,0,0,0.187329,0.187329,0
GA1132,2014,6,21,57.99204,-46.7531,66,18,198.2,200.4,4.475414,4.4606,34.8543,298.5,6.84996,14.654154,0,0,0,0,0.012688,0.235035,0.439182,0,0,0,0,0,0,0.313099,0.313099,0
GA1133,2014,6,21,57.99204,-46.7531,66,19,148.6,150.2,4.359899,4.349,34.8197,298.6,6.805018,14.613846,0,0,0,0,0,0.101747,0.516252,0,0,0,0,0,0,0.382006,0.382006,0
GA1134,2014,6,21,57.99204,-46.7531,66,20,99.1,100.5,4.381769,4.3745,34.8015,299.4,6.806248,13.862029,0,0,0,0,0.022607,0,0.547375,0,0,0,0,0,0,0.43001,0.43001,0
GA1135,2014,6,21,57.5774,-47.01174,67,1,2887.1,2933.4,1.703555,1.4876,34.8975,299.7,8.393759,13.924548,0,0,0,0,0,0,0.049479,0,0.139898,0,0.749493,0,0.061114,0,0,0
GA1136,2014,6,21,57.5774,-47.01174,67,2,2757,2800.3,2.042362,1.832,34.9085,294.4,9.897084,14.79852,0,0,0,0,0,0,0.185058,0,0.184638,0,0.613432,0,0.016882,0,0,0
GA1137,2014,6,21,57.5774,-47.01174,67,3,2659.2,2700.2,2.355652,2.1486,34.913,284.1,12.844737,15.723426,0,0,0,0,0,0,0.19857,0,0.484226,0,0.227837,0,0.0894,0,0,0
GA1138,2014,6,21,57.5774,-47.01174,67,4,2463.4,2500.5,2.70337,2.5089,34.924,280.5,12.627835,16.190124,0,0,0,0,0,0,0.375624,0,0.450694,0,0.163026,0,0.010681,0,0,0
GA1139,2014,6,21,57.5774,-47.01174,67,5,2218.3,2250.5,2.925961,2.7514,34.9239,278.4,12.297462,16.519026,0,0,0,0,0,0,0.485927,0.000663,0.492019,0.021622,0,0,0,0,0,0
GA1140,2014,6,21,57.5774,-47.01174,67,6,1973,2000.2,3.135744,2.9812,34.9211,276.4,11.409964,16.627062,0,0,0,0,0.031621,0,0.602554,0,0.365826,0,0,0,0,0,0,0
GA1141,2014,6,21,57.5774,-47.01174,67,7,1777.5,1800.7,3.332819,3.1937,34.9215,275.4,10.913055,16.759814,0,0,0,0,0.07337,0,0.667281,0,0.259349,0,0,0,0,0,0,0
GA1142,2014,6,21,57.5774,-47.01174,67,8,1580.9,1600.8,3.507511,3.3841,34.9253,274.4,10.601452,16.88001,0,0,0,0,0.112839,0,0.702124,0,0.185037,0,0,0,0,0,0,0
GA1143,2014,6,21,57.5774,-47.01174,67,9,1383.1,1400,3.684417,3.5767,34.927,274.1,10.137918,16.782325,0,0,0,0,0.152544,0,0.739214,0,0.108243,0,0,0,0,0,0,0
GA1144,2014,6,21,57.5774,-47.01174,67,10,1186,1200.2,3.722863,3.632,34.9073,280.7,9.21715,16.509708,0,0,0,0,0.110589,0.060429,0.80855,0,0,0,0,0,0,0.020435,0.020435,0
GA1145,2014,6,21,57.5774,-47.01174,67,11,1088.4,1100.8,3.668523,3.5865,34.8902,286,8.840455,16.262897,0,0,0,0,0.039959,0.126876,0.776357,0,0,0,0,0,0,0.056811,0.056811,0
GA1146,2014,6,21,57.5774,-47.01174,67,12,988.8,1000,3.653723,3.5801,34.8837,286.6,8.611032,16.078796,0,0,0,0,0.062819,0.053984,0.810891,0,0,0,0,0,0,0.07231,0.07231,0
GA1147,2014,6,21,57.5774,-47.01174,67,13,890.2,900.1,3.591831,3.5267,34.8702,291.3,8.2508,15.983195,0,0,0,0,0,0.117933,0.785117,0,0,0,0,0,0,0.096968,0.096968,0
GA1148,2014,6,21,57.5774,-47.01174,67,14,791.4,800.1,3.587147,3.5299,34.8662,292,8.120742,15.916317,0,0,0,0,0,0.103312,0.788938,0,0,0,0,0,0,0.107772,0.107772,0
GA1149,2014,6,21,57.5774,-47.01174,67,15,692.7,700.1,3.662573,3.6126,34.8721,293.5,8.057008,15.904004,0,0,0,0,0,0.145719,0.747502,0,0,0,0,0,0,0.106815,0.106815,0
GA1150,2014,6,21,57.5774,-47.01174,67,16,594.9,600.7,3.668443,3.626,34.8697,296.1,7.979893,15.769094,0,0,0,0,0,0.140467,0.745037,0,0,0,0,0,0,0.114547,0.114547,0
GA1151,2014,6,21,57.5774,-47.01174,67,17,495,500.3,3.781617,3.7462,34.8811,294.7,7.932244,15.690337,0,0,0,0,0,0.209421,0.681656,0,0,0,0,0,0,0.10895,0.10895,0
GA1152,2014,6,21,57.5774,-47.01174,67,18,396.1,400.5,3.82578,3.7976,34.8771,295.5,7.75115,15.758669,0,0,0,0,0,0.206858,0.665634,0,0,0,0,0,0,0.127557,0.127557,0
GA1153,2014,6,21,57.5774,-47.01174,67,19,296.2,299,4.141966,4.1204,34.9066,295.2,7.656969,15.666915,0,0,0,0,0,0.391688,0.496337,0,0,0,0,0,0,0.112013,0.112013,0
GA1154,2014,6,21,57.5774,-47.01174,67,20,198.2,200,4.279988,4.2655,34.8948,294.2,7.370399,15.453766,0,0,0,0,0,0.375982,0.452815,0,0,0,0,0,0,0.171217,0.171217,0
GA1155,2014,6,21,57.5774,-47.01174,67,21,148.6,150.1,4.478952,4.4679,34.8909,296.2,7.208107,15.077293,0,0,0,0,0,0.404564,0.37576,0,0,0,0,0,0,0.21968,0.21968,0
