stnnbr,c2,c3,c4,bottle flag,geotrc_ID,c7,c8,lat,lon,bottom depth,CTD pressure,CTD temperature,c14,c15,practical_salinity,bottle salinity flag,c18,c19,oxygen,bottle oxygen flag,silicate,silicate flag,nitrate,nitrate flag,c26,c27,phosphate,phosphate flag,PO,NO,SiO,absolute_salinity,conservative_temp,potential_temp,sigma0,depth
14.0,9,34,35,2,13486,20181014,1025,31.9999,-151.9995,5350,506.1,7.0187,33.9956,2,33.9956,2,142.0,2,141.58,2,45.7,2,27.51,2,0.01,2,1.95,2,443.83000000000004,407.8768,827.08,34.16177786705816,6.97695566462637,6.970835948550126,26.637378731287527,501.9600601213174
14.0,9,31,32,2,13487,20181014,1025,31.9999,-151.9995,5350,605.8,5.4441,34.0026,2,34.0035,2,94.3,2,91.38,2,68.75,2,34.93,2,0.0,2,2.5,2,478.88,429.50239999999997,1122.63,34.1728292190957,5.398925636940423,5.393642129323586,26.84722621400647,600.7005069589726
14.0,9,29,30,2,13488,20181014,1025,31.9999,-151.9995,5350,706.7,4.5744,34.0913,2,34.0917,2,51.0,2,48.66,2,90.23,2,40.09,2,0.0,2,2.86,2,491.9599999999999,436.73120000000006,1402.1100000000001,34.26436325434344,4.52368929027708,4.519668447050879,27.01874244755504,700.581498148484
14.0,9,25,26,2,13489,20181014,1025,31.9999,-151.9995,5350,808.7,4.119,34.1905,2,34.1943,2,25.3,2,22.24,2,106.53,2,42.83,2,0.0,2,3.07,2,498.09,436.83439999999996,1620.19,34.36993517540421,4.061368373314893,4.058478136420391,27.15111723884843,801.5025487760272
14.0,9,23,24,2,13490,20181014,1025,31.9999,-151.9995,5350,908.2,3.8122,34.2855,2,34.2867,2,13.4,2,11.2,2,117.85,2,43.88,2,0.0,2,3.17,2,502.54999999999995,435.9584,1778.95,34.464396983278185,3.7475658757106327,3.7455774899435195,27.257722145019443,899.9028854731006
14.0,9,19,20,2,13491,20181014,1025,31.9999,-151.9995,5350,1008.9,3.6261,34.3664,2,34.3652,2,11.1,2,10.67,2,125.06,2,44.22,2,0.0,2,3.2,2,506.67,438.7196,1886.5700000000002,34.54437394192029,3.55391534411547,3.5526434402123974,27.34017444084543,999.4426877325513
14.0,9,17,18,2,13492,20181014,1025,31.9999,-151.9995,5350,1111.3,3.4095,34.427,2,34.4262,2,15.9,2,15.64,2,130.92,2,44.16,2,0.0,2,3.19,2,510.09,443.1087999999999,1979.4399999999998,34.60649836895229,3.3302535272303615,3.329476271556991,27.41098653831932,1100.6142890425053
14.0,9,13,14,2,13493,20181014,1025,31.9999,-151.9995,5350,1213.4,3.1918,34.4711,2,34.4713,2,21.6,2,22.7,2,136.67,2,43.99,2,0.0,2,3.16,2,512.5,448.5232,2072.7499999999995,34.65249590861283,3.1059028069536034,3.1054353286590866,27.468546528303477,1201.4408360672935
14.0,9,11,12,2,13494,20181014,1025,31.9999,-151.9995,5350,1314.3,3.0034,34.5012,2,34.5009,2,28.1,2,28.15,2,141.06,2,43.72,2,0.0,2,3.12,2,511.75,451.35959999999994,2144.05,34.68284954996908,2.910996662480095,2.9106899663908954,27.510477162157486,1301.0347716248625
14.0,9,8,9,2,13495,20181014,1025,31.9999,-151.9995,5350,1516.6,2.6175,34.5473,2,34.5471,2,42.1,2,42.83,2,150.62,2,42.9,2,0.0,2,3.05,2,515.58,458.102,2302.13,34.73021086532478,2.5127229549163403,2.512568535059695,27.583156107423292,1500.5742860235632
14.0,9,4,5,2,13496,20181014,1025,31.9999,-151.9995,5350,1719.6,2.2906,34.5802,2,34.5805,2,55.0,2,55.97,2,159.4,2,42.08,2,0.0,2,2.98,2,517.87,463.3044,2446.97,34.764692625634055,2.173276611972247,2.1731586185837948,27.638948218411315,1700.6149196073204
14.0,9,1,2,2,13497,20181014,1025,31.9999,-151.9995,5350,1921.0,2.0546,34.6061,2,34.6062,2,67.7,2,69.45,2,164.77,2,41.21,2,0.0,2,2.92,2,522.05,468.3628,2541.0,34.791291263853594,1.9238961836242046,1.923789074149131,27.68006815005674,1898.8926273558204
14.0,13,34,35,2,13536,20181015,805,31.9997,-151.9999,5350,1922.8,2.0607,34.6054,2,34.6052,2,67.9,2,68.76,2,163.21,2,39.6,2,0.0,2,2.91,2,519.8100000000001,452.08799999999997,2516.9100000000003,34.79029223972243,1.9297613938691014,1.9296516100439713,27.678812092528688,1900.6639206455595
14.0,13,32,33,2,13537,20181015,805,31.9997,-151.9999,5350,2127.1,1.8892,34.6245,2,34.6234,2,78.7,2,79.56,2,167.11,2,39.11,2,0.0,2,2.88,2,525.96,458.1448,2586.21,34.809089944159695,1.7436800339331844,1.7435574452093126,27.708184309030912,2101.606652827117
14.0,13,28,29,2,13538,20181015,805,31.9997,-151.9999,5350,2330.7,1.768,34.6375,2,34.6364,2,87.8,2,88.25,2,169.94,2,38.81,2,0.0,2,2.82,2,525.3499999999999,463.93080000000003,2637.35,34.822380146450115,1.6069525785544667,1.6068097864217685,27.72908263276645,2301.6733536141915
14.0,13,26,27,2,13539,20181015,805,31.9997,-151.9999,5350,2533.0,1.6722,34.6483,2,34.6468,2,97.4,2,98.06,2,169.45,2,38.34,2,0.0,2,2.76,2,525.8599999999999,469.19120000000004,2639.81,34.832898519528776,1.4949878755072106,1.4948217345902972,27.745735191619588,2500.2783540494443
14.0,13,23,24,2,13540,20181015,805,31.9997,-151.9999,5350,2787.8,1.5859,34.6591,2,34.6584,2,109.2,2,109.9,2,168.18,2,37.72,2,0.0,2,2.71,2,529.95,475.02959999999996,2632.6000000000004,34.844398192963425,1.3871152941212626,1.3869317163320432,27.76272412836306,2750.164864427422
14.0,13,17,18,2,13542,20181015,805,31.9997,-151.9999,5350,3553.8,1.4632,34.6796,2,34.6772,2,135.9,2,137.46,2,160.76,2,36.32,2,0.0,2,2.57,2,535.81,489.0376,2548.8599999999997,34.862408591985925,1.1921928310455985,1.1919508404799235,27.790849342733054,3499.6725988306894
14.0,13,15,16,2,13543,20181015,805,31.9997,-151.9999,5350,4066.7,1.4639,34.6856,2,34.6835,2,146.8,2,146.95,2,155.19,2,35.6,2,0.0,2,2.52,2,537.55,491.558,2474.7999999999997,34.86822213044046,1.1382289037504676,1.1379737103094532,27.79921391608491,4000.1085974869434
14.0,13,11,12,2,13544,20181015,805,31.9997,-151.9999,5350,4582.9,1.4943,34.6889,2,34.6868,2,153.6,2,152.57,2,151.09,2,35.29,2,0.0,2,2.48,2,536.97,494.17719999999997,2418.92,34.870956382405915,1.1091446536349208,1.1088795539379885,27.803388329099107,4502.634585773754
14.0,13,8,9,2,13545,20181015,805,31.9997,-151.9999,5350,5184.6,1.5592,34.6901,2,34.6886,2,154.5,2,155.61,2,148.56,2,35.21,2,0.0,2,2.47,2,538.46,496.44280000000003,2384.01,34.872138855920475,1.0991721382819946,1.0989050403587357,27.80501301795516,5086.988811111925
14.0,13,5,6,2,13546,20181015,805,31.9997,-151.9999,5350,5266.3,1.5683,34.6902,2,34.6888,2,156.3,2,156.07,2,148.17,2,35.3,2,0.0,2,2.46,2,537.37,497.77399999999994,2378.62,34.87228205647151,1.0977199708911314,1.0974524065494604,27.805226330702908,5166.218211454262
14.0,13,1,2,2,13547,20181015,805,31.9997,-151.9999,5350,5308.0,1.5726,34.6902,2,34.6886,2,155.0,2,155.17,2,148.65,2,35.49,2,0.0,2,2.45,2,534.92,498.71320000000003,2384.92,34.872051467991874,1.096617059666784,1.096347123407821,27.805117103443536,5206.646654637386
15.0,3,9,10,2,13581,20181016,220,29.4998,-151.9998,5449,556.6,6.7124,34.0039,2,34.005,2,114.5,2,114.74,2,49.9,2,30.65,2,0.0,2,2.17,2,451.09,411.43199999999996,863.24,34.1724741749426,6.666660645416008,6.660845954091005,26.687515700214135,552.0917324100611
15.0,3,6,7,2,13582,20181016,220,29.4998,-151.9998,5449,706.6,5.1196,34.0827,2,34.0846,2,47.4,2,47.08,2,80.27,2,39.56,2,0.0,2,2.83,2,485.73,430.0208,1251.1299999999999,34.25683877514886,5.066101688599525,5.061898978179865,26.952181691397982,700.6244267313801
15.0,3,4,5,2,13583,20181016,220,29.4998,-151.9998,5449,909.8,4.1285,34.3001,2,34.3016,2,12.2,2,12.0,2,110.23,2,43.52,2,0.0,2,3.16,2,501.8,433.27360000000004,1665.45,34.47875789334661,4.0612684990675145,4.059481347915066,27.23712504701075,901.6674299561371
15.0,3,1,2,2,13584,20181016,220,29.4998,-151.9998,5449,1009.1,3.8139,34.3774,2,34.3782,2,13.9,2,14.24,2,119.01,2,43.84,2,0.0,2,3.18,2,507.14000000000004,438.61120000000005,1799.39,34.55667648911287,3.740022218159836,3.738927287470525,27.331488051203905,999.8428238444909
16.0,3,9,10,2,13630,20181016,1738,26.9997,-152.0,5472,529.5,6.5473,34.0012,2,34.0019,2,115.1,2,111.62,2,52.25,2,31.95,2,0.01,2,2.23,2,457.27,420.896,895.37,34.16875176688466,6.504808866905844,6.499019943734271,26.705964369150706,525.3464064995431
16.0,5,7,8,2,13668,20181017,55,26.9997,-152.0,5472,530.5,6.332000000000001,34.0032,2,34.0057,2,107.2,2,103.98,2,55.47,2,32.46,2,0.0,2,2.28,2,457.38,418.19280000000003,936.03,34.17260111783548,6.290130101282432,6.284489954426471,26.736864105775794,526.3372961374915
16.0,5,4,5,2,13669,20181017,55,26.9997,-152.0,5472,658.4,4.8912,34.0977,2,34.1021,2,48.9,2,44.88,2,85.25,2,40.07,2,0.0,2,2.85,2,486.63,432.75759999999997,1323.63,34.273122111732164,4.842789623793403,4.8388139112337045,26.9903883328177,653.0330037555678
16.0,3,5,6,2,13632,20181016,1738,26.9997,-152.0,5472,705.2,4.6565,34.1391,2,34.1377,2,36.8,2,35.17,2,91.2,2,41.44,2,0.0,2,2.94,2,490.87,436.3092,1403.17,34.310083621402214,4.604924031437824,4.6013878094958525,27.04593811912764,699.3729958529003
16.0,5,1,2,2,13670,20181017,55,26.9997,-152.0,5472,855.2,4.0742,34.2958,2,34.2966,2,17.5,2,17.41,2,110.33,2,43.28,2,0.0,2,3.12,2,501.01000000000005,436.3604,1672.3600000000001,34.472355530227865,4.011908646145877,4.010047700344916,27.23717132566935,847.8290007674844
16.0,3,1,2,2,13633,20181016,1738,26.9997,-152.0,5472,855.6,4.0422,34.3062,2,34.3061,2,17.5,2,18.14,2,111.5,2,43.37,2,0.0,2,3.12,2,501.74,437.9616,1690.64,34.481908941568975,3.9799859498670203,3.9782150461052384,27.24800986875198,848.2247418725963
16.0,9,35,36,2,13704,20181017,2309,26.9998,-151.9999,5472,855.7,4.0343,34.3084,2,34.3089,2,17.3,2,17.39,2,110.91,2,43.07,2,0.0,2,3.12,2,500.99,434.3076,1681.04,34.48472449372017,3.9720998768494375,3.9703556400419115,27.251045877164643,848.3236707038703
16.0,9,33,34,2,13705,20181017,2309,26.9998,-151.9999,5472,1009.2,3.6660000000000004,34.4226,2,34.4228,2,26.1,2,27.08,2,120.08,2,42.97,2,0.0,2,3.11,2,509.12999999999994,443.02959999999996,1828.28,34.60063614625818,3.5928332404805037,3.5921081032638527,27.380896937509988,1000.1338269187614
16.0,9,29,30,2,13706,20181017,2309,26.9998,-151.9999,5472,1262.4,3.1575,34.5227,2,34.525999999999996,2,52.7,2,53.55,2,128.86,2,41.67,2,0.0,2,2.98,2,515.4499999999999,456.91560000000004,1986.45,34.705890638745736,3.067410116086794,3.0673916616198538,27.514460504568433,1250.3058447948797
16.0,9,27,28,2,13707,20181017,2309,26.9998,-151.9999,5472,1767.6,2.3134,34.5957,2,34.5957,2,76.1,2,77.49,2,147.98,2,40.52,2,0.0,2,2.94,2,533.1899999999999,469.72360000000003,2297.1899999999996,34.77844043899036,2.191660094775458,2.19165862475989,27.648389546504177,1748.5775273455668
16.0,9,23,24,2,13708,20181017,2309,26.9998,-151.9999,5472,2274.1,1.8368,34.6361,2,34.6358,2,94.5,2,95.06,2,161.15,2,39.53,2,0.0,2,2.79,2,527.51,477.7104,2512.31,34.82025136215159,1.6794395664831263,1.6793416034509279,27.721952654981123,2246.960836521502
16.0,9,21,22,2,13709,20181017,2309,26.9998,-151.9999,5472,2530.0,1.7048,34.6493,2,34.6486,2,105.0,2,105.81,2,161.93,2,38.87,2,0.0,2,2.7,2,524.31,482.0716,2534.76,34.83340185342086,1.5271973151659863,1.5270614652754575,27.743776356663602,2498.3201481934316
16.0,9,17,18,2,13710,20181017,2309,26.9998,-151.9999,5472,3044.3,1.5442,34.6682,2,34.6667,2,124.8,2,124.7,2,160.08,2,37.66,2,0.0,2,2.61,2,529.25,489.24879999999996,2525.9,34.851437183302544,1.322027584906296,1.3218321929359858,27.772986245691527,3002.6129913179025
16.0,9,13,14,2,13711,20181017,2309,26.9998,-151.9999,5472,4066.2,1.4743,34.6852,2,34.6836,2,147.2,2,146.77,2,153.05,2,36.25,2,0.0,2,2.49,2,532.72,497.66999999999996,2442.52,34.86737335738288,1.1483827910660098,1.1481316331265108,27.79783862599993,4001.1996229090873
16.0,9,11,12,2,13712,20181017,2309,26.9998,-151.9999,5472,5092.7,1.5101,34.692,2,34.6905,2,160.1,2,161.11,2,143.09,2,35.25,2,0.0,2,2.41,2,534.6600000000001,502.33,2307.46,34.87296074398109,1.0632109255094118,1.0629160213036213,27.808110129119314,4999.807086544295
16.0,9,7,8,2,13713,20181017,2309,26.9998,-151.9999,5472,5306.4,1.5306,34.6926,2,34.6908,2,162.9,2,162.11,2,142.21,2,35.18,2,0.0,2,2.4,2,534.11,502.6524,2295.26,34.873131106176125,1.0563518486810664,1.0560517073965614,27.808709840321626,5207.149325700039
16.0,9,5,6,2,13714,20181017,2309,26.9998,-151.9999,5472,5387.7,1.5394,34.6925,2,34.6916,2,162.3,2,162.6,2,142.21,2,35.19,2,0.0,2,2.39,2,533.0500000000001,503.2392,2295.75,34.8739267287898,1.0545390944105413,1.0542419838351096,27.80946823738259,5285.981387623271
16.0,9,1,2,2,13715,20181017,2309,26.9998,-151.9999,5472,5429.1,1.5436,34.6926,2,34.6922,2,162.5,2,162.4,2,142.31,2,35.27,2,0.0,2,2.42,2,537.5,503.81360000000006,2297.05,34.874556028212325,1.0533089515922047,1.0530144209792311,27.810054322571887,5326.114268187387
17.0,3,6,7,2,13757,20181018,1617,24.4999,-152.0003,5346,605.5,5.3389,34.1379,2,34.1397,2,41.0,2,39.84,2,79.48,2,39.25,2,0.0,2,2.9,2,489.34000000000003,419.78,1232.04,34.30987791547439,5.292446918966895,5.288823140893014,26.967593971412043,600.7488105788589
17.0,3,1,2,2,13759,20181018,1617,24.4999,-152.0003,5346,1008.1,3.8524,34.4654,2,34.4661,2,40.3,2,42.7,2,113.14,2,42.11,2,0.0,2,3.08,2,520.1,450.3248,1739.8,34.6433659837254,3.7772953842155075,3.777059355207656,27.39632794170143,999.2264799442426
18.0,5,12,13,2,13816,20181019,1703,22.0003,-152.0001,5271,453.5,7.2388,34.0441,2,34.0441,2,112.5,2,109.05,2,45.31,2,30.09,2,0.0,2,2.15,2,442.3,400.3212,788.7,34.21018373015151,7.200824537120299,7.195285289853555,26.644404233413525,450.181260947633
18.0,3,13,14,2,13777,20181019,926,22.0004,-152.0004,5271,454.2,6.6745,34.0443,2,34.0464,2,95.8,2,93.86,2,52.63,2,32.14,2,0.0,2,2.3,2,450.36,404.97520000000003,883.3100000000001,34.21251584381298,6.638103954327654,6.632851614889735,26.722652871565288,450.8753752182249
18.0,3,10,11,2,13778,20181019,926,22.0004,-152.0004,5271,605.2,5.2442,34.2231,2,34.2234,2,32.9,2,30.47,2,83.38,2,39.94,2,0.0,2,2.93,2,484.62,417.0892,1281.1699999999998,34.3943727223495,5.197125963192271,5.194507377584802,27.045254363238655,600.5519311561022
18.0,5,10,11,2,13817,20181019,1703,22.0003,-152.0001,5271,605.7,5.4002,34.1821,2,34.1848,2,36.7,2,36.15,2,79.38,2,39.73,2,0.0,2,2.9,2,485.65,420.73639999999995,1226.85,34.35559221513237,5.352861251987438,5.349773962435215,26.99641588347913,601.0473730274786
18.0,5,7,8,2,13818,20181019,1703,22.0003,-152.0001,5271,705.7,4.9185,34.3069,2,34.3056,2,26.1,2,24.5,2,90.9,2,41.63,2,0.0,2,3.05,2,497.25,427.4784,1388.0,34.47865389997259,4.863378411756322,4.861714135798878,27.150012797602812,700.1111968778494
18.0,3,7,8,2,13779,20181019,926,22.0004,-152.0004,5271,706.6,4.8754,34.3607,2,34.3564,2,26.9,2,26.1,2,92.36,2,41.17,2,0.0,2,3.03,2,495.75,424.6256,1411.5,34.529725062786376,4.819808826506765,4.818712673445059,27.195181072297146,701.0025521444005
18.0,5,5,6,2,13819,20181019,1703,22.0003,-152.0001,5271,855.6,4.5038,34.4499,2,34.4485,2,34.5,2,34.57,2,99.19,2,42.14,2,0.0,2,3.05,2,507.32,442.48519999999996,1522.4199999999998,34.623806089185656,4.4367123578004515,4.436541404401049,27.311801011841908,848.5194554644695
18.0,3,4,5,2,13780,20181019,926,22.0004,-152.0004,5271,856.4,4.4583,34.4561,2,34.4557,2,35.5,2,36.03,2,100.45,2,41.99,2,0.0,2,3.04,2,507.23,442.4932,1542.78,34.631049126438825,4.391374947084615,4.391264607304441,27.322430913651715,849.3112049521407
18.0,3,1,2,2,13781,20181019,926,22.0004,-152.0004,5271,1007.2,4.0433,34.5037,2,34.5036,2,43.6,2,44.8,2,108.46,2,42.1,2,0.0,2,3.04,2,516.0,452.32800000000003,1671.6999999999998,34.68032470255568,3.96626000027104,3.966477678836006,27.406276771029752,998.5033563426242
18.0,5,1,2,2,13820,20181019,1703,22.0003,-152.0001,5271,1008.0,4.0795,34.5003,2,34.4983,2,43.1,2,43.25,2,107.58,2,42.2,2,0.0,2,3.04,2,514.45,451.74600000000004,1656.95,34.675003327655496,4.002155803181477,4.00233688090417,27.398357922191963,999.2945488652279
18.0,9,34,35,2,13845,20181020,1810,22.0001,-152.0003,5271,1011.1,4.0502,34.5025,2,34.5032,2,43.1,2,43.52,2,108.55,2,41.87,2,0.0,2,3.06,2,517.82,448.82159999999993,1671.77,34.67994975486346,3.9727800583641524,3.9729970919355466,27.405307160714983,1002.3603796685628
18.0,9,31,32,2,13846,20181020,1810,22.0001,-152.0003,5271,1112.0,3.8114,34.5223,2,34.5213,2,46.3,2,47.68,2,113.43,2,41.94,2,0.0,2,3.05,2,520.43,453.6592,1749.13,34.69877636696494,3.727387932004813,3.7276680930717196,27.44518962523739,1102.123288690681
18.0,9,28,29,2,13847,20181020,1810,22.0001,-152.0003,5271,1264.3,3.3874,34.5481,2,34.548,2,55.3,2,55.34,2,122.8,2,41.8,2,0.0,2,3.03,2,524.99,459.96399999999994,1897.34,34.72659136511964,3.2945316262666027,3.2948314985614546,27.509562868241346,1252.6170685017996
18.0,9,25,26,2,13848,20181020,1810,22.0001,-152.0003,5271,1769.8,2.4863,34.6002,2,34.5995,2,76.9,2,77.61,2,143.3,2,40.75,2,0.0,2,2.9,2,527.11,472.07,2227.11,34.78089169805195,2.361857437419891,2.3619987664201414,27.636242069891296,1751.353058741318
18.0,9,22,23,2,13849,20181020,1810,22.0001,-152.0003,5271,2277.8,1.9517,34.6378,2,34.6374,2,99.5,2,100.12,2,154.52,2,39.35,2,0.0,2,2.78,2,531.02,481.028,2417.92,34.82047275436137,1.7919197370876254,1.7919145655830973,27.71356752021711,2251.37916277706
18.0,9,19,20,2,13850,20181020,1810,22.0001,-152.0003,5271,2786.5,1.7056,34.6584,2,34.657,2,114.6,2,114.83,2,158.42,2,38.43,2,0.0,2,2.68,2,530.23,486.83239999999995,2491.1299999999997,34.84062444362426,1.5043664506407883,1.5042586642858946,27.75121435956771,2750.930905082538
18.0,9,16,17,2,13851,20181020,1810,22.0001,-152.0003,5271,3296.7,1.5547,34.6727,2,34.6726,2,129.8,2,128.97,2,160.17,2,37.52,2,0.0,2,2.62,2,535.07,492.1636,2531.5199999999995,34.856214197714486,1.30745740713247,1.3072791805379183,27.7778328796378,3250.804597457631
18.0,9,13,14,2,13852,20181020,1810,22.0001,-152.0003,5271,3810.2,1.4799,34.6816,2,34.681,2,142.4,2,142.82,2,156.07,2,36.56,2,0.0,2,2.53,2,534.97,496.7208,2483.87,34.86417634554797,1.1815609799632174,1.1813202431321532,27.792997411026818,3752.7657408275495
18.0,9,10,11,2,13853,20181020,1810,22.0001,-152.0003,5271,4321.2,1.4707,34.6869,2,34.6863,2,151.8,2,151.68,2,151.49,2,35.89,2,0.0,2,2.49,2,537.6300000000001,499.0952,2424.03,34.868793087574794,1.1164246828219302,1.1161532531932796,27.801162532540957,4251.159853455107
18.0,9,7,8,2,13854,20181020,1810,22.0001,-152.0003,5271,4834.0,1.4826,34.6908,2,34.6908,2,159.8,2,159.8,2,146.02,2,35.39,2,0.0,2,2.46,2,541.1,502.3752,2350.1000000000004,34.87247485909821,1.0681164489916446,1.0678231386894095,27.807389863383378,4750.2007949922645
18.0,9,4,5,2,13855,20181020,1810,22.0001,-152.0003,5271,5192.5,1.5094,34.692,2,34.6914,2,162.6,2,163.33,2,143.38,2,35.23,2,0.0,2,2.43,2,539.98,504.3564,2314.0299999999997,34.87277654620901,1.0501850168020697,1.0498771795803206,27.808842642185255,5098.4313876727365
18.0,9,1,2,2,13856,20181020,1810,22.0001,-152.0003,5271,5233.9,1.5144,34.6919,2,34.6924,2,163.7,2,163.28,2,143.09,2,35.23,2,0.0,2,2.44,2,541.48,504.30639999999994,2309.63,34.87377174766208,1.0498286094275644,1.0495262955049083,27.80966222747975,5138.611311599096
18.3,2,24,25,2,13875,20181021,1503,19.6808,-154.5132,2183,506.7,6.5457,34.266999999999996,2,34.2668,2,44.2,3,41.54,2,63.17,2,36.81,2,0.0,2,2.75,2,467.79,397.86080000000004,989.09,34.43569369188517,6.501542906964222,6.499369379640077,26.91547237322584,502.99901023992055
18.3,2,22,23,2,13876,20181021,1503,19.6808,-154.5132,2183,808.7,5.0288,34.4666,2,34.4667,2,39.4,2,38.73,2,88.15,2,40.93,2,0.0,2,3.0,2,503.73,434.93240000000003,1360.98,34.640873459630015,4.962009338769722,4.962212742371062,27.266561065886208,802.2115723871406
18.3,2,19,20,2,13877,20181021,1503,19.6808,-154.5132,2183,1111.7,3.9418,34.5226,2,34.5229,2,47.0,2,47.39,2,110.41,2,41.81,2,0.0,2,3.03,2,517.04,452.1108,1703.54,34.69978862001639,3.856611924068433,3.85696925627796,27.432915477037795,1101.9833344799918
18.3,2,16,17,2,13878,20181021,1503,19.6808,-154.5132,2183,1148.5,3.7856,34.5274,2,34.527,2,51.2,2,51.46,2,113.53,2,41.53,2,0.0,2,3.03,2,521.11,453.4704,1754.41,34.70415928654517,3.698704175682776,3.69902137881476,27.45232436206993,1138.3620131378245
18.3,2,13,14,2,13879,20181021,1503,19.6808,-154.5132,2183,1617.4,2.6773,34.589,2,34.5891,2,72.9,2,72.99,2,138.32,2,40.78,2,0.0,2,2.94,2,528.6899999999999,467.7404,2147.7899999999995,34.769239999814694,2.563069054409415,2.5632615689510505,27.609847286251124,1601.343637176072
18.3,2,10,11,2,13880,20181021,1503,19.6808,-154.5132,2183,1941.7,2.2087,34.6173,2,34.6168,2,88.6,2,88.26,2,148.47,2,39.87,2,0.0,2,2.85,2,530.01,474.2015999999999,2315.3100000000004,34.79837834100482,2.073767296718318,2.073825993816178,27.67381614930696,1920.9588475977278
18.3,2,7,8,2,13881,20181021,1503,19.6808,-154.5132,2183,2062.0,2.1406,34.622,2,34.6215,2,91.5,2,91.42,2,150.22,2,39.76,2,0.0,2,2.83,2,530.07,476.29679999999996,2344.7200000000003,34.80347025153726,1.9964590285874222,1.9964953182300471,27.684044603762004,2039.399172126291
18.3,2,4,5,2,13882,20181021,1503,19.6808,-154.5132,2183,2124.9,1.9955,34.6315,2,34.6311,2,97.4,2,97.81,2,153.15,2,39.47,2,0.0,2,2.8,2,531.81,479.8796,2395.06,34.81323717159304,1.8483010377989708,1.8482905439445831,27.70344916842987,2101.3007101877756
18.3,2,1,2,2,13883,20181021,1503,19.6808,-154.5132,2183,2154.9,1.9619,34.6339,2,34.6346,2,99.1,2,99.16,2,153.74,2,39.35,2,0.0,2,2.79,2,531.61,480.068,2405.26,34.816811131469436,1.8126635480951254,1.8126495912435827,27.7090525475719,2130.818194472624
18.6,3,27,28,2,13935,20181025,1559,18.9064,-155.25799999999998,1333,634.8,5.6952,34.4014,2,34.3939,2,32.6,2,32.46,2,76.09,2,39.86,2,0.0,2,2.92,2,485.05999999999995,418.30479999999994,1173.8100000000002,34.56560297425532,5.6410836888349944,5.640563819599326,27.126777087817118,629.9974034945649
18.6,3,22,23,2,13936,20181025,1559,18.9064,-155.25799999999998,1333,858.3,4.8434,34.4773,2,34.4773,2,36.6,2,36.7,2,92.23,2,42.04,2,0.0,2,3.03,2,506.34999999999997,443.64719999999994,1420.15,34.65170493533211,4.773366255774711,4.773624911612804,27.296553435900705,851.3505007624937
18.6,3,19,20,2,13937,20181025,1559,18.9064,-155.25799999999998,1333,1009.5,4.2765,34.5057,2,34.5056,2,45.2,2,45.27,2,103.08,2,41.99,2,0.0,2,3.03,2,514.92,451.7332,1591.47,34.68137363014541,4.197325107796297,4.197662588095864,27.382938427820818,1000.9648180919874
18.6,3,16,17,2,13938,20181025,1559,18.9064,-155.25799999999998,1333,1110.8,3.8903,34.5265,2,34.525999999999996,2,48.8,2,48.75,2,112.17,2,42.11,2,0.0,2,3.04,2,519.95,456.3748,1731.3,34.702705391575485,3.805622891553319,3.8059824856424376,27.440405838233346,1101.1425737398538
18.6,3,11,12,2,13939,20181025,1559,18.9064,-155.25799999999998,1333,1211.2,3.7693,34.5335,2,34.5321,2,49.9,2,49.88,2,115.5,2,42.21,2,0.0,2,3.03,2,519.53,458.4728,1782.38,34.70952780890331,3.6772046479181455,3.6775621652842494,27.458721823041287,1200.383065078872
18.6,3,6,7,2,13940,20181025,1559,18.9064,-155.25799999999998,1333,1262.0,3.7485,34.5344,2,34.5347,2,50.6,2,50.51,2,116.48,2,42.2,2,0.0,2,3.02,2,518.61,459.00600000000003,1797.71,34.71247048734532,3.652254498491552,3.6526267364600655,27.463537945623557,1250.5785120800042
18.6,3,1,2,2,13941,20181025,1559,18.9064,-155.25799999999998,1333,1302.6,3.7521,34.5346,2,34.5349,2,50.3,2,50.4,2,115.4,2,42.25,2,0.0,2,3.03,2,520.05,459.37999999999994,1781.4,34.71293411853877,3.6523297927180587,3.652706530844812,27.463897408592175,1290.6867296944338
19.0,2,4,5,2,13961,20181026,2034,17.5,-152.0003,5222,402.9,7.3881,34.1573,2,34.1624,2,78.6,3,70.22,2,50.65,2,32.85,2,0.0,2,2.45,2,449.97,388.20799999999997,829.97,34.32892779810264,7.352917783077357,7.3490499845510655,26.715873209472875,400.10577083252326
19.0,4,13,14,2,13997,20181027,413,17.5,-152.0003,5222,403.7,7.468,34.1429,2,34.1468,2,82.0,3,77.77,2,48.21,2,31.86,2,0.0,2,2.35,2,442.02,386.17479999999995,800.92,34.31326880437888,7.432765051989246,7.428637807829267,26.692362551814995,400.899449377443
19.0,7,34,35,2,14002,20181027,1248,17.4999,-152.0002,5222,554.5,6.1675,34.3603,2,34.3492,2,31.5,2,29.04,2,70.29,2,38.74,2,0.0,2,2.9,2,478.54,404.0432,1083.39,34.5193500527599,6.119186347188819,6.118133333622356,27.030659873921422,550.4534359479303
19.0,2,1,2,2,13962,20181026,2034,17.5,-152.0003,5222,554.8,6.1616,34.3564,2,34.3725,2,32.0,2,29.63,2,71.07,2,38.82,2,0.0,2,2.88,2,476.03,405.4076,1095.68,34.54276995693657,6.112957316942443,6.112209490353173,27.04982493856778,550.7508464848081
