stnnbr,c2,c3,c4,bottle flag,geotrc_ID,c7,c8,lat,lon,bottom depth,CTD pressure,CTD temperature,c14,c15,practical_salinity,bottle salinity flag,c18,c19,oxygen,bottle oxygen flag,silicate,silicate flag,nitrate,nitrate flag,c26,c27,phosphate,phosphate flag,PO,NO,SiO,absolute_salinity,conservative_temp,potential_temp,sigma0,depth
8.0,3,9,9,2,12863,20181004,1218,47.0001,-151.9996,5237,200.7,5.257000000000001,33.6961,2,33.696,2,175.9,2,176.36,2,47.28,2,28.19,2,0.01,2,2.01,2,487.90999999999997,449.23920000000004,885.5600000000001,33.862286323516294,5.2501498362613095,5.241275589800204,26.620412550446417,198.93761872398542
8.0,5,10,10,2,12910,20181004,1913,47.0001,-151.9996,5237,201.7,5.222,33.7101,2,33.7138,2,172.9,2,171.44,2,48.74,2,28.56,2,0.01,2,2.07,2,492.28999999999996,447.9008,902.54,33.880212905463296,5.214883290676334,5.206245300388204,26.638599363222284,199.92835382618108
8.0,5,7,7,2,12911,20181004,1913,47.0001,-151.9996,5237,254.0,4.8255,33.7834,2,33.7853,2,138.9,2,139.15,2,59.29,2,32.51,2,0.0,2,2.33,2,500.30000000000007,453.84680000000003,1028.5,33.9530800614095,4.813859829050628,4.80632500482132,26.74143285475043,251.7371318133846
8.0,3,5,5,2,12864,20181004,1218,47.0001,-151.9996,5237,302.1,4.4234,33.8201,2,33.8195,2,116.2,2,113.54,2,68.37,2,35.74,2,0.01,2,2.53,2,505.69,459.50320000000005,1139.0900000000001,33.98884687239698,4.4083435978560415,4.401429297725513,26.813752100968713,299.37381844644204
8.0,5,4,4,2,12912,20181004,1913,47.0001,-151.9996,5237,303.7,4.4655,33.8236,2,33.8238,2,114.9,2,114.38,2,68.08,2,35.47,2,0.0,2,2.54,2,508.08,457.72959999999995,1135.58,33.993213322472734,4.450195734197434,4.44330520357295,26.81273228038981,300.9582169628227
8.0,9,34,35,2,12951,20181005,1011,47.0002,-151.9996,5237,401.9,4.1751,33.9453,2,33.9479,2,70.1,2,68.82,2,85.75,2,39.79,2,0.0,2,2.83,2,507.47,453.9872,1355.07,34.12047963013549,4.151704852181404,4.146266260620422,26.944662251214595,398.17731459727753
8.0,3,1,1,2,12865,20181004,1218,47.0001,-151.9996,5237,403.8,4.1759,33.9377,2,33.936,2,72.5,2,72.32,2,84.38,2,39.8,2,0.0,2,2.8,2,506.32,457.58399999999995,1338.0199999999998,34.108566328505916,4.152490067478499,4.146929724407633,26.935169790552663,400.05788675798243
8.0,5,1,1,2,12913,20181004,1913,47.0001,-151.9996,5237,404.4,4.1844,33.9375,2,33.9375,2,72.0,2,71.86,2,84.77,2,39.82,2,0.0,2,2.82,2,508.96,457.3176,1343.4099999999999,34.11008753483817,4.160904137835444,4.155356397735494,26.935498014113136,400.65174692541746
8.0,9,31,32,2,12952,20181005,1011,47.0002,-151.9996,5237,506.5,4.0753,34.0562,2,34.0567,2,52.3,2,50.63,2,97.46,2,40.87,2,0.0,2,2.95,2,507.88,446.25159999999994,1512.53,34.23209123471355,4.04313882887914,4.038858067749317,27.04406358658639,501.6820353625935
8.0,9,27,28,2,12953,20181005,1011,47.0002,-151.9996,5237,609.0,3.8814,34.1451,2,34.1451,2,38.8,2,38.99,2,108.29,2,41.71,2,0.0,2,3.01,2,505.53999999999996,442.7428,1663.3400000000001,34.322760884011984,3.841304330491429,3.8379429501511115,27.136280274158253,603.058417231405
8.0,9,25,26,2,12954,20181005,1011,47.0002,-151.9996,5237,709.5,3.6432,34.2152,2,34.2142,2,30.4,2,29.59,2,118.15,2,42.25,2,0.0,2,3.08,2,506.99,438.56999999999994,1801.84,34.39362442388147,3.595959324267715,3.593271201095795,27.216711820944738,702.4085070385988
8.0,9,22,23,2,12955,20181005,1011,47.0002,-151.9996,5237,805.6,3.4454,34.2694,2,34.27,2,26.5,2,24.65,2,126.05,2,42.81,2,0.0,2,3.11,2,506.69999999999993,439.0508,1915.4,34.45086134283912,3.391471943561686,3.3892880012727025,27.281825925015028,797.3644267544922
8.0,9,20,21,2,12956,20181005,1011,47.0002,-151.9996,5237,908.6,3.2214,34.3219,2,34.3229,2,23.2,2,22.32,2,134.44,2,43.18,2,0.0,2,3.15,2,510.57,440.3024,2038.9199999999998,34.50509615442864,3.1606571758042197,3.1589077401319616,27.34657284707714,899.0900329228328
8.0,9,16,17,2,12957,20181005,1011,47.0002,-151.9996,5237,1009.0,3.0339,34.3611,2,34.3617,2,19.9,2,21.56,2,140.0,2,43.17,2,0.0,2,3.12,2,505.16,439.4456,2121.56,34.54503138153067,2.96659623321695,2.9651336090289515,27.396069584775887,998.1999895735808
8.0,9,14,15,2,12958,20181005,1011,47.0002,-151.9996,5237,1110.9,2.8617,34.3952,2,34.3958,2,20.9,2,20.58,2,145.27,2,43.47,2,0.0,2,3.12,2,504.18,441.36959999999993,2199.63,34.580091239371306,2.7877754692672663,2.7865412547376,27.43992943268404,1098.742553672033
8.0,9,11,12,2,12959,20181005,1011,47.0002,-151.9996,5237,1316.4,2.5732,34.4538,2,34.4536,2,17.3,2,15.95,2,156.78,2,44.03,2,0.0,2,3.17,2,507.29999999999995,442.1604,2367.6499999999996,34.639555071759474,2.485749914851526,2.484859028691946,27.51339255718085,1301.3581981597674
8.0,9,9,10,2,12960,20181005,1011,47.0002,-151.9996,5237,1519.2,2.3489,34.5016,2,34.5015,2,20.9,2,21.33,2,163.71,2,44.17,2,0.0,2,3.14,2,508.03000000000003,448.8956,2476.98,34.68877380914699,2.247698655223411,2.247056874275585,27.57244069310582,1501.1202761099755
8.0,13,34,35,2,13020,20181006,659,47.0004,-152.0,5237,1725.4,2.1787,34.5398,2,34.5391,2,27.8,2,27.19,2,167.9,2,44.08,2,0.0,2,3.07,2,503.03999999999996,453.88439999999997,2545.69,34.72715188934379,2.0628708139829235,2.0623987330988682,27.617975959163005,1704.0376157361657
8.0,9,5,6,2,12961,20181005,1011,47.0002,-151.9996,5237,1819.9,2.094,34.5567,2,34.5562,2,33.7,2,35.47,2,171.8,2,43.59,2,0.0,2,3.08,2,512.87,457.4212,2612.47,34.7445571291019,1.9715224816280295,1.9711149743187886,27.639093363034362,1796.9682888986467
8.0,9,1,2,2,12962,20181005,1011,47.0002,-151.9996,5237,1923.4,2.0206,34.5717,2,34.571999999999996,2,41.9,2,42.86,2,171.61,2,43.26,2,0.0,2,3.06,2,517.16,461.61679999999996,2617.01,34.76062358502743,1.8905471048959528,1.8901972470108843,27.65824071406655,1898.7028207216244
8.0,13,32,33,2,13021,20181006,659,47.0004,-152.0,5237,2131.9,1.9038,34.5957,2,34.5944,2,54.1,2,54.1,2,172.97,2,42.4,2,0.0,2,3.0,2,519.1,464.532,2648.65,34.78335821542016,1.7578906935982108,1.7576019103336304,27.686587199678115,2103.498803417887
8.0,13,28,29,2,13022,20181006,659,47.0004,-152.0,5237,2334.1,1.8178,34.6127,2,34.6117,2,65.9,2,65.48,2,173.36,2,41.63,2,0.0,2,2.94,2,521.18,468.45840000000004,2665.88,34.80078734749948,1.6557567213593392,1.6555080767646233,27.70821203492096,2301.91949723524
8.0,13,26,27,2,13023,20181006,659,47.0004,-152.0,5237,2539.1,1.7259,34.629,2,34.6279,2,78.7,2,79.05,2,173.55,2,40.8,2,0.0,2,2.88,2,525.4499999999999,473.99399999999997,2682.3,34.8170201004444,1.5472323588876462,1.547005241119509,27.72923129721471,2502.900829536862
8.0,13,24,25,2,13024,20181006,659,47.0004,-152.0,5237,2795.1,1.6338,34.6459,2,34.6448,2,94.5,2,95.02,2,171.11,2,39.76,2,0.0,2,2.8,2,529.02,479.8967999999999,2661.67,34.83374890858796,1.4334065836421392,1.433194223997013,27.7508898370113,2753.619783401333
8.0,13,20,21,2,13025,20181006,659,47.0004,-152.0,5237,3049.2,1.5759999999999998,34.6575,2,34.6564,2,107.6,2,107.5,2,169.25,2,38.95,2,0.0,2,2.74,2,532.2,484.536,2646.25,34.84513247453915,1.3526771037591518,1.3524685741544815,27.765772901210767,3002.191623769802
8.0,13,18,19,2,13026,20181006,659,47.0004,-152.0,5237,3563.5,1.5,34.6739,2,34.6725,2,129.6,2,129.17,2,164.18,2,37.49,2,0.0,2,2.64,2,538.37,492.07320000000004,2591.8700000000003,34.86074378653088,1.2270236553408518,1.2268024626726683,27.787099036800555,3504.4388197067165
8.0,13,14,15,2,13027,20181006,659,47.0004,-152.0,5237,4076.6,1.4863,34.6831,2,34.6813,2,139.8,2,139.74,2,164.66,2,36.83,2,0.0,2,2.57,2,538.0899999999999,496.2544,2609.6400000000003,34.86955043730671,1.1588515325584414,1.158622926320567,27.798858163546583,4004.376992031005
8.0,13,10,11,2,13028,20181006,659,47.0004,-152.0,5237,4591.3,1.5247,34.6865,2,34.6846,2,142.4,2,142.77,2,167.79,2,36.67,2,0.0,2,2.57,2,541.12,497.7356,2659.62,34.87311969798356,1.1375325167690662,1.13730610279763,27.803175365118705,4504.750918663385
8.0,13,7,8,2,13029,20181006,659,47.0004,-152.0,5237,5103.9,1.5789,34.6879,2,34.6866,2,143.7,2,143.87,2,171.1,2,36.61,2,0.0,2,2.56,2,540.6700000000001,498.2548,2710.37,34.874980356695175,1.128140616574751,1.127916821522152,27.805305902542386,5001.9827315708735
8.0,13,4,5,2,13030,20181006,659,47.0004,-152.0,5237,5155.5,1.5851,34.6879,2,34.6868,2,143.7,2,144.2,2,171.98,2,36.59,2,0.0,2,2.55,2,539.45,498.3912,2723.8999999999996,34.87512833324344,1.1277166656954425,1.1274933709496744,27.805453184696717,5051.975543076756
8.0,13,1,2,2,13031,20181006,659,47.0004,-152.0,5237,5196.6,1.5905,34.6881,2,34.6868,2,144.2,2,143.54,2,171.79,2,36.66,2,0.0,2,2.55,2,538.79,498.4087999999999,2720.39,34.87508603080007,1.127800561511307,1.1275770897748643,27.805413634882143,5091.787572073327
9.0,3,9,10,2,13044,20181007,336,44.5003,-151.9999,5066,353.3,5.7878,33.887,2,33.8883,2,145.9,2,145.39,2,53.03,2,30.12,2,0.01,2,2.11,2,472.43999999999994,436.9516,940.84,34.05704114854053,5.765009984173849,5.758146029975735,26.712132316281895,350.14924384384994
9.0,3,6,7,2,13045,20181007,336,44.5003,-151.9999,5066,508.1,4.6469,33.9926,2,33.9931,2,79.5,2,80.02,2,81.25,2,37.92,2,0.0,2,2.68,2,495.42,447.0856,1298.77,34.16617763199198,4.613204460808112,4.608101857964394,26.93154195930265,503.3809376156021
9.0,3,4,5,2,13046,20181007,336,44.5003,-151.9999,5066,757.5,3.7513,34.2174,2,34.2185,2,27.0,2,26.6,2,116.29,2,42.92,2,0.0,2,3.04,2,497.8,442.0656,1770.95,34.3973406530215,3.699701932270304,3.6970592454792057,27.209429560595936,750.0154120567247
9.0,3,1,2,2,13047,20181007,336,44.5003,-151.9999,5066,1015.3,3.0713,34.3509,2,34.3507,2,14.1,2,14.32,2,138.73,2,44.33,2,0.0,2,3.13,2,499.46999999999997,443.4344,2095.27,34.533271621366836,3.0033256610763437,3.001774282276983,27.38340002530026,1004.6490883988188
10.0,3,10,11,2,13110,20181008,41,42.0003,-151.9999,5192,404.3,6.077000000000001,33.9294,2,33.9309,2,142.1,2,142.66,2,52.54,2,29.75,2,0.01,2,2.11,2,469.7099999999999,430.64,930.76,34.09887778853272,6.048473717082832,6.04198795582187,26.70979691186062,400.7373844074354
10.0,5,7,8,2,13132,20181008,813,42.0003,-151.9998,5192,404.5,6.1664,33.9292,2,33.9319,2,147.3,2,145.86,2,50.88,2,29.22,2,0.0,2,2.06,2,465.16,428.70959999999997,909.0600000000001,34.099887951104876,6.13761080663999,6.131091530044179,26.69933516643573,400.9354287432815
10.0,5,4,5,2,13133,20181008,813,42.0003,-151.9998,5192,606.1,4.5145,34.0369,2,34.0385,2,72.7,2,70.58,2,86.33,2,38.77,2,0.0,2,2.74,2,495.28000000000003,445.8736,1365.53,34.21215753264939,4.472924740962076,4.468354011718145,26.983048884291975,600.4675169644663
10.0,3,7,8,2,13111,20181008,41,42.0003,-151.9999,5192,609.0,4.4519,34.0506,2,34.0498,2,68.5,2,66.94,2,88.96,2,39.1,2,0.0,2,2.78,2,497.84,445.428,1401.34,34.223578328633785,4.410242950226093,4.405807008366114,26.998799867034904,603.3363649740805
10.0,3,4,5,2,13112,20181008,41,42.0003,-151.9999,5192,808.7,3.815,34.2101,2,34.2105,2,32.1,2,31.0,2,114.44,2,42.43,2,0.0,2,3.0,2,496.0,441.7224,1747.6,34.3889732042486,3.7590980579646014,3.756379768817379,27.196897669829696,800.7957038643517
10.0,5,1,2,2,13134,20181008,813,42.0003,-151.9998,5192,1008.2,3.2634,34.3183,2,34.32,2,16.6,2,15.91,2,131.61,2,44.05,2,0.0,2,3.13,2,501.06,442.31399999999996,1990.0600000000002,34.50160239983957,3.1947143004838416,3.19294336506787,27.340630105857826,997.8701378706811
10.0,3,1,2,2,13113,20181008,41,42.0003,-151.9999,5192,1008.8,3.2274,34.325,2,34.3266,2,15.9,2,15.07,2,133.85,2,44.12,2,0.0,2,3.14,2,501.77000000000004,442.1516,2022.82,34.50824473058034,3.1588933861519215,3.157171356048318,27.349233387492404,998.4625619639431
10.0,9,34,35,2,13170,20181009,416,42.0003,-151.9998,5192,1014.4,3.2665,34.318000000000005,2,34.3167,2,17.0,2,15.68,2,134.05,2,43.86,2,0.0,2,3.12,2,499.28000000000003,440.2448,2026.4300000000003,34.4983473351979,3.197341171945372,3.1955419384101282,27.337804149030944,1003.9917724194373
10.0,9,32,33,2,13171,20181009,416,42.0003,-151.9998,5192,1258.0,2.8177,34.4067,2,34.4062,2,10.3,2,9.47,2,149.86,2,44.72,2,0.0,2,3.18,2,502.37000000000006,442.3596,2257.37,34.590354564753646,2.732716946301553,2.7315447209248642,27.4529397353092,1244.371026865852
10.0,9,29,30,2,13172,20181009,416,42.0003,-151.9998,5192,1522.3,2.4396,34.4893,2,34.4877,2,14.7,2,14.8,2,161.76,2,44.68,2,0.0,2,3.15,2,503.05,447.3024,2441.2,34.67388445454742,2.3371723003036706,2.3364689768561733,27.55319318949455,1504.8655665533092
10.0,9,27,28,2,13173,20181009,416,42.0003,-151.9998,5192,1774.4,2.1489,34.5517,2,34.5497,2,30.8,2,32.1,2,169.46,2,43.74,2,0.0,2,3.07,2,507.95,455.50320000000005,2574.0,34.737013476967135,2.0294127618565563,2.028990284510592,27.628498299667854,1753.0364805271336
10.0,9,25,26,2,13174,20181009,416,42.0003,-151.9998,5192,2028.9,1.966,34.5888,2,34.5854,2,48.9,2,50.69,2,172.87,2,42.65,2,0.0,2,3.0,2,515.69,463.542,2643.7400000000002,34.77339283884448,1.8278757893436886,1.8275701424957038,27.673274903670517,2003.2759361938274
10.0,9,23,24,2,13175,20181009,416,42.0003,-151.9998,5192,2283.4,1.8297,34.6159,2,34.6132,2,65.8,2,66.51,2,175.12,2,41.71,2,0.0,2,2.95,2,523.76,470.26279999999997,2693.3100000000004,34.8014311911746,1.6718602055981866,1.671628570231184,27.70751545172743,2253.2222549210137
10.0,9,19,20,2,13176,20181009,416,42.0003,-151.9998,5192,2792.1,1.6226,34.6493,2,34.6466,2,97.5,2,97.26,2,171.6,2,39.77,2,0.0,2,2.8,2,531.26,482.2336,2671.26,34.83461550335689,1.4227214230764627,1.4225056286956879,27.75235326410848,2751.950876095267
10.0,9,15,16,2,13177,20181009,416,42.0003,-151.9998,5192,3558.3,1.4917,34.6756,2,34.6733,2,129.0,2,128.78,2,167.88,2,37.71,2,0.0,2,2.63,2,536.43,493.81280000000004,2646.98,34.86085284275584,1.2194821407922882,1.219254922946463,27.78771151252613,3500.9788084580887
10.0,9,13,14,2,13178,20181009,416,42.0003,-151.9998,5192,4328.2,1.5066,34.685,2,34.6817,2,140.2,2,140.05,2,169.93,2,36.95,2,0.0,2,2.58,2,539.95,497.72600000000006,2689.0000000000005,34.869397446280615,1.1503935463651875,1.1501563871442735,27.799317823219553,4251.071123238612
10.0,9,9,10,2,13179,20181009,416,42.0003,-151.9998,5192,4994.2,1.579,34.6866,2,34.6839,2,140.6,2,140.68,2,172.37,2,36.98,2,0.0,2,2.55,2,535.9300000000001,498.64639999999997,2726.23,34.871462033161876,1.1417803525413261,1.1415478311050093,27.801559257524787,4897.918532259717
10.0,9,5,6,2,13180,20181009,416,42.0003,-151.9998,5192,5116.4,1.5931,34.6868,2,34.6843,2,141.1,2,141.87,2,171.59,2,36.94,2,0.0,2,2.57,2,540.22,499.44919999999996,2715.72,34.8717188780995,1.140330020737045,1.1400977293936774,27.801864038819758,5016.404319864354
10.0,9,1,2,2,13181,20181009,416,42.0003,-151.9998,5192,5157.4,1.5986,34.6867,2,34.6841,2,141.7,2,141.17,2,171.1,2,36.91,2,0.0,2,2.56,2,537.97,498.4588,2707.67,34.87139177649842,1.1405457617885202,1.1403117003192178,27.801587847164228,5056.144365314476
11.0,2,6,7,2,13223,20181009,2054,39.5002,-152.0002,5233,505.2,6.0672,33.9674,2,33.9692,2,129.3,2,130.09,2,56.74,2,30.95,2,0.0,2,2.2,2,471.09000000000003,429.68600000000004,981.19,34.13836138167397,6.029063477841129,6.023094831535106,26.743212470393246,500.74079687625976
11.0,2,4,5,2,13224,20181009,2054,39.5002,-152.0002,5233,758.2,4.2036,34.1379,2,34.1394,2,42.7,2,41.7,2,100.97,2,41.41,2,0.0,2,2.94,2,497.4,442.54879999999997,1556.25,34.31560767853742,4.1501601381931925,4.146715786049036,27.09896818138236,751.0513486681848
11.0,2,1,2,2,13225,20181009,2054,39.5002,-152.0002,5233,1012.5,3.3809,34.2954,2,34.2951,2,13.5,2,13.97,2,129.07,2,44.24,2,0.0,2,3.17,2,505.32,442.21320000000003,1950.02,34.47592119140478,3.311189778191266,3.3092175675062703,27.3093214882349,1002.3443839635613
12.0,6,7,8,2,13260,20181010,2324,37.0002,-152.0,5701,429.6,7.1561,33.9919,2,33.9941,2,151.3,2,152.69,2,43.46,2,26.81,2,0.0,2,1.88,2,444.09,412.2108,804.5899999999999,34.16003105237866,7.121471063864575,7.1152491387789425,26.61619865818784,425.9811039675476
12.0,9,31,32,2,13293,20181011,742,37.0002,-152.0001,5701,505.2,6.2224,33.9773,2,33.979,2,129.9,2,130.04,2,54.69,2,30.09,2,0.01,2,2.17,2,466.39,421.3112,950.3899999999999,34.14678445565747,6.1836195426134415,6.177688360096428,26.73026330185644,500.8530758382933
12.0,9,28,29,2,13294,20181011,742,37.0002,-152.0001,5701,606.3,5.09,34.0087,2,34.0097,2,92.9,2,89.9,2,75.0,2,35.82,2,0.0,2,2.58,2,489.80000000000007,436.6376,1214.9,34.180481913809835,5.04622593602243,5.041150277240913,26.894342971201922,600.9370984156099
12.0,9,25,26,2,13295,20181011,742,37.0002,-152.0001,5701,707.3,4.4505,34.095,2,34.0944,2,55.4,2,52.91,2,92.57,2,39.88,2,0.0,2,2.86,2,496.2099999999999,438.9484,1441.46,34.26833862263725,4.400358018173625,4.396397608471643,27.035185199445095,700.8738353371341
12.0,6,4,5,2,13261,20181010,2324,37.0002,-152.0,5701,707.6,4.3913,34.1058,2,34.1081,2,51.7,2,49.37,2,95.3,2,40.58,2,0.0,2,2.89,2,497.32000000000005,442.1844,1478.87,34.282115314632016,4.341291588913934,4.337483908663902,27.052369978599245,701.1706053836309
12.0,9,22,23,2,13296,20181011,742,37.0002,-152.0001,5701,809.5,4.0237,34.1723,2,34.1747,2,33.8,2,31.03,2,107.21,2,42.2,2,0.0,2,3.02,2,499.13,439.52600000000007,1639.1799999999998,34.35135619445989,3.966821673181709,3.9637426094722406,27.146156181516517,801.9489629039651
12.0,9,19,20,2,13297,20181011,742,37.0002,-152.0001,5701,909.1,3.6525,34.2434,2,34.2446,2,19.5,2,17.39,2,119.8,2,43.61,2,0.0,2,3.11,2,499.43999999999994,439.53479999999996,1814.39,34.423203777818976,3.5894162773379064,3.587007317257796,27.240768520259053,900.4054535298609
12.0,9,16,17,2,13298,20181011,742,37.0002,-152.0001,5701,1108.9,3.1665,34.3601,2,34.3598,2,8.4,2,6.92,2,137.85,2,44.81,2,0.0,2,3.2,2,502.92,440.68080000000003,2074.67,34.541195467191024,3.0903580626111817,3.0889050356328562,27.381708890008667,1097.771487822321
12.0,6,1,2,2,13262,20181010,2324,37.0002,-152.0,5701,1110.0,3.1275,34.3731,2,34.3743,2,8.2,2,6.78,2,139.61,2,44.97,2,0.0,2,3.22,2,505.88,442.08959999999996,2100.9300000000003,34.5557822230929,3.0514701004184626,3.050130963585013,27.396856146945538,1098.8575718015834
12.0,9,13,14,2,13299,20181011,742,37.0002,-152.0001,5701,1313.4,2.8065,34.45,2,34.4507,2,10.8,2,9.97,2,150.34,2,44.93,2,0.0,2,3.2,2,505.97,444.8924,2265.0699999999997,34.63404621266186,2.7168144948435726,2.7159958396733437,27.489039531692697,1299.5876898892618
12.0,9,10,11,2,13300,20181011,742,37.0002,-152.0001,5701,1516.2,2.5307,34.5122,2,34.5128,2,19.6,3,21.63,2,157.95,2,44.34,2,0.0,2,3.14,2,508.33000000000004,450.8412,2390.88,34.69744747612573,2.4273804731084603,2.426913484285466,27.564366874188636,1499.5350095283422
12.0,9,7,8,2,13301,20181011,742,37.0002,-152.0001,5701,1718.4,2.2517,34.5595,2,34.5599,2,34.7,3,37.52,2,165.36,2,43.43,2,0.0,2,3.07,2,513.37,457.9224,2517.92,34.745556972180864,2.1352210618382483,2.1349336025565333,27.626807398427445,1698.702405804777
12.0,9,4,5,2,13302,20181011,742,37.0002,-152.0001,5701,1922.0,2.0392,34.5937,2,34.594,2,50.0,3,56.15,2,169.36,2,42.33,2,0.0,2,3.0,2,521.15,465.90439999999995,2596.55,34.78043909636703,1.9087668180739044,1.90857096412958,27.672606867275817,1899.0599515087858
12.0,9,1,2,2,13303,20181011,742,37.0002,-152.0001,5701,2126.7,1.8783,34.614000000000004,2,34.6136,2,67.0,2,67.19,2,171.6,2,41.59,2,0.0,2,2.93,2,521.34,469.7812,2641.19,34.800506975717,1.7330912575999704,1.7329013459017912,27.702147343409706,2100.3101344234306
12.0,12,35,36,2,13337,20181012,200,37.0002,-152.0003,5701,2128.1,1.8836,34.6143,2,34.6154,2,67.7,2,67.97,2,171.5,2,41.59,2,0.0,2,2.92,2,520.5699999999999,470.5612,2640.47,34.80231790377605,1.7381621641703977,1.7379886607314055,27.70320544424726,2101.6858875319567
12.0,12,33,34,2,13338,20181012,200,37.0002,-152.0003,5701,2331.6,1.7694,34.6292,2,34.6301,2,79.4,2,79.71,2,171.21,2,40.91,2,0.0,2,2.88,2,526.11,475.71879999999993,2647.86,34.81721246188583,1.6083027607300722,1.6081265336770976,27.724860031255503,2301.5675130130858
12.0,12,31,32,2,13339,20181012,200,37.0002,-152.0003,5701,2534.1,1.6746,34.6418,2,34.6425,2,91.7,2,92.82,2,169.26,2,40.07,2,0.0,2,2.81,2,528.37,480.69759999999997,2631.72,34.82961976732757,1.497276334803055,1.4970907219198348,27.742951489070492,2500.2825197220886
12.0,12,28,29,2,13340,20181012,200,37.0002,-152.0003,5701,2789.3,1.595,34.6543,2,34.6548,2,106.0,2,107.14,2,166.42,2,39.16,2,0.0,2,2.73,2,530.29,486.20879999999994,2603.4399999999996,34.841704274310125,1.3959067751288534,1.3957135634071096,27.759942468076588,2750.452291412434
12.0,12,25,26,2,13341,20181012,200,37.0002,-152.0003,5701,3045.1,1.5435,34.6633,2,34.6644,2,117.8,2,118.13,2,163.98,2,38.35,2,0.0,2,2.68,2,533.53,489.358,2577.83,34.851032441993745,1.3212716425750823,1.3210730543996065,27.7727166430941,3000.9211828719795
12.0,12,22,23,2,13342,20181012,200,37.0002,-152.0003,5701,3556.6,1.4827,34.6765,2,34.6768,2,135.4,2,134.78,2,159.59,2,37.24,2,0.0,2,2.6,2,537.78,495.2632,2528.63,34.86302204648776,1.2108733909090215,1.2106517842223878,27.7900432544684,3500.902237899299
12.0,12,19,20,2,13343,20181012,200,37.0002,-152.0003,5701,4071.0,1.4796,34.6835,2,34.6835,2,143.8,2,143.03,2,159.0,2,36.67,2,0.0,2,2.55,2,538.28,497.99559999999997,2528.03,34.86952005090094,1.1529692698261313,1.1527351731752518,27.79923868131118,4002.5783371100074
12.0,12,15,16,2,13344,20181012,200,37.0002,-152.0003,5701,4584.6,1.5094,34.6869,2,34.6872,2,148.5,2,147.69,2,157.44,2,36.36,2,0.0,2,2.52,2,538.29,499.65479999999997,2509.29,34.872942943330365,1.123522531163019,1.1232823360144821,27.803993775300796,4502.351908049635
12.0,12,13,14,2,13345,20181012,200,37.0002,-152.0003,5701,5098.1,1.5533,34.6888,2,34.6894,2,152.9,2,152.36,2,151.97,2,35.94,2,0.0,2,2.49,2,538.3100000000001,500.25919999999996,2431.9100000000003,34.87444092799778,1.1041802170653796,1.1039313745123471,27.806511707706477,5000.924626991079
12.0,12,9,10,2,13346,20181012,200,37.0002,-152.0003,5701,5537.3,1.6034,34.6898,2,34.6901,2,153.4,2,154.36,2,150.12,2,35.82,2,0.0,2,2.49,2,540.3100000000001,501.0976,2406.1600000000003,34.87446918211069,1.0969792605892443,1.0967240268336063,27.807024774642514,5426.494749458135
12.0,12,5,6,2,13347,20181012,200,37.0002,-152.0003,5701,5619.5,1.6144,34.6898,2,34.6899,2,153.5,2,154.35,2,149.44,2,35.94,2,0.0,2,2.49,2,540.3000000000001,502.2492,2395.95,34.874167431873055,1.0969171379090452,1.096660053542645,27.806787833713997,5506.056387855166
12.0,12,1,2,2,13348,20181012,200,37.0002,-152.0003,5701,5659.7,1.6201,34.6897,2,34.6901,2,154.4,2,154.25,2,149.24,2,35.91,2,0.0,2,2.48,2,538.65,501.8588,2392.8500000000004,34.874348256070455,1.097157986917473,1.0969021969873967,27.80691596076622,5544.956115733202
13.0,3,9,10,2,13384,20181012,2009,34.4991,-152.0017,5604,505.1,6.837999999999999,33.9887,2,33.9905,2,138.7,2,139.51,2,46.97,2,28.58,2,0.0,2,1.99,2,447.96,416.16439999999994,844.06,34.15722967579455,6.797016673426085,6.790926562153864,26.65816938037665,500.86359329256413
13.0,3,6,7,2,13385,20181012,2009,34.4991,-152.0017,5604,656.6,4.9847,34.0387,2,34.0436,2,66.9,2,66.31,2,79.39,2,38.41,2,0.0,2,2.72,2,487.91,438.11879999999996,1257.1599999999999,34.2151069543016,4.9367025229537065,4.932053019712683,26.9340852510677,650.8559329171056
13.0,3,4,5,2,13386,20181012,2009,34.4991,-152.0017,5604,808.0,4.0561,34.1795,2,34.1821,2,26.5,2,26.61,2,106.33,2,42.95,2,0.0,2,3.06,2,500.91,442.36600000000004,1621.56,34.35818424683131,3.9990587867549294,3.9960485561514716,27.148250783341155,800.6409187579974
13.0,3,1,2,2,13387,20181012,2009,34.4991,-152.0017,5604,1008.1,3.5082,34.3285,2,34.330999999999996,2,9.8,2,9.89,2,126.92,2,44.57,2,0.0,2,3.19,2,504.34,441.32759999999996,1913.69,34.51069891712319,3.4374174588101742,3.435796231121106,27.324817830080747,998.4410933623709
14.0,3,1,2,2,13413,20181013,1213,32.0003,-151.9999,5350,503.5,7.1904,34.001,2,34.0042,2,148.9,2,146.94,2,42.77,2,27.06,2,0.01,2,1.95,2,449.19,408.88079999999997,788.49,34.17035004909986,7.148221033711835,7.1421331438862845,26.620569303045613,499.3844361621798
14.0,5,1,2,2,13452,20181013,1917,32.0003,-151.9999,5350,504.3,7.0123,33.997,2,33.998000000000005,2,140.8,2,143.21,2,45.02,2,27.71,2,0.0,2,1.97,2,448.56000000000006,411.44280000000003,818.5100000000001,34.16413870045422,6.970717803443365,6.964634789122057,26.640074809082307,500.17693413990037
