sigma0,conservative_temp,absolute_salinity,nitrate,phosphate,oxygen,silicate
19.56,30.096199499441756,32.23869388038605,0.2921747102024935,0.10512442243954936,198.36032487062846,1.8465309460117338
19.57,30.089172872683797,32.2491480707046,0.29074255591148757,0.10540859010520728,198.40178390179074,1.8459535016931758
19.58,30.08214652008602,32.25960238510699,0.28931003292867236,0.10569273728273246,198.4432422919608,1.8453761191704114
19.59,30.0751205615057,32.27005687667744,0.28787678189254035,0.1059768561662871,198.48469980789238,1.8447987535184853
19.599999999999998,30.068094658310056,32.2805113875344,0.28644247116531224,0.10626097663374648,198.52615742790096,1.844221042706254
19.61,30.061068387098576,32.29096572079207,0.28500677423489695,0.1065451355301248,198.56761635430095,1.8436425660745217
19.619999999999997,30.054041324470724,32.30141967956458,0.28356936458920523,0.10682936970043584,198.60907778940697,1.8430629029640926
19.63,30.04701304702597,32.311873066966086,0.28212991571614615,0.10711371598969381,198.65054293553348,1.842481632715771
19.639999999999997,30.039983131363797,32.32232568611075,0.28068810110363057,0.1073982112429125,198.69201299499503,1.8418983346703606
19.65,30.032951154083666,32.332777340112756,0.2792435942395674,0.10768289230510607,198.7334891701061,1.8413125881686663
19.66,30.025916691785053,32.34322783208622,0.27779606861186706,0.10796779602128842,198.77497266318127,1.8407239725514914
19.669999999999998,30.01887932106743,32.35367696514532,0.2763451977084399,0.10825295923647348,198.816464676535,1.8401320671596413
19.68,30.011838619902885,32.36412454303735,0.27489065546955826,0.10853841885710844,198.8579664063503,1.8395364521848205
19.689999999999998,30.004794457258043,32.37457050373306,0.27343221173652527,0.10882422481344871,198.89947774892192,1.8389368882099422
19.7,29.997747350546934,32.38501508430569,0.27196985009310404,0.10911045609863675,198.94099569748158,1.8383335380542298
19.709999999999997,29.9906977803837,32.395458505069705,0.2705035395127492,0.10939719460516233,198.98251605538906,1.8377265735062955
19.72,29.98364631276863,32.40590102610677,0.2690331859549915,0.10968450290436382,199.02403126748519,1.8371161089948516
19.73,29.976593732040307,32.416343008196584,0.26755870376805896,0.10997243066264112,199.06553244879015,1.836502277023714
19.74,29.96954066923037,32.42678474114397,0.26607989459616,0.11026101103107883,199.10701227646328,1.8358852199004094
19.75,29.962487551626246,32.43722642043759,0.26459641324512545,0.11055025592181997,199.1484654768936,1.8352650921101983
19.759999999999998,29.95543479289881,32.44766823526273,0.2631079047073323,0.1108401758275729,199.18988691342355,1.8346420489521988
19.77,29.94838280671891,32.45811037480477,0.2616140139751557,0.11113078124104635,199.2312714493956,1.8340162457255305
19.779999999999998,29.941332006757428,32.468553028248984,0.26011438604097276,0.11142208265494867,199.27261394815227,1.8333878377293111
19.79,29.93428280668521,32.478996384780736,0.2586086658971586,0.11171409056198857,199.31390927303605,1.8327569802626602
19.799999999999997,29.927235620173143,32.48944063358533,0.25709649853609023,0.11200681545487444,199.3551522873894,1.832123828624696
19.81,29.920190860892077,32.49988596384812,0.2555775289501427,0.11230026782631501,199.3963378545548,1.8314885381145376
19.82,29.913148942512876,32.510332564754414,0.25405140213169275,0.1125944581690187,199.4374608378747,1.8308512640313028
19.83,29.906110278706414,32.52078062548954,0.25251776307311696,0.11288939697569397,199.47851610069162,1.8302121616741118
19.84,29.899075283143553,32.53123033523883,0.25097625676679025,0.1131850947390496,199.51949850634807,1.829571386342082
19.849999999999998,29.892044369495157,32.541681883187614,0.24942652820508993,0.11348156195179387,199.56040291818647,1.8289290933343327
19.86,29.885017951432083,32.55213545852121,0.24786822238039094,0.11377880910663556,199.6012241995494,1.8282854379499822
19.869999999999997,29.87799644262521,32.56259125042495,0.24630098428507047,0.11407684669628299,199.6419572137792,1.8276405754881502
19.88,29.87098025674539,32.57304944808417,0.24472445891150352,0.11437568521344493,199.6825968242184,1.8269946612479544
19.889999999999997,29.863969807463498,32.58351024068418,0.24313829125206732,0.11467533515082971,199.72313789420954,1.826347850528514
19.9,29.85696550845039,32.59397381741033,0.2415421262991368,0.11497580700114608,199.7635752870951,1.8257002986289472
19.91,29.849967773376942,32.60444036744792,0.2399356090450886,0.1152771112571025,199.8039038662175,1.8250521608483736
19.919999999999998,29.84297701591401,32.614910079982295,0.23831838448229947,0.11557925841140736,199.84411849491923,1.8244035924859112
19.93,29.835993649732455,32.625383144198786,0.2366900976031443,0.11588225895676946,199.88421403654283,1.823754748840679
19.939999999999998,29.829018088503155,32.6358597492827,0.23505039340000028,0.11618612338589711,199.92418535443073,1.8231057852117953
19.95,29.82205074589696,32.6463400844194,0.23339891686524245,0.11649086219149908,199.96402731192543,1.8224568568983797
19.959999999999997,29.815092035559438,32.656824338798444,0.23173531288875365,0.11679648558152078,200.00373478995368,1.8218081171401332
19.97,29.808142358287085,32.667312696242696,0.2300592323023503,0.11710299601741823,200.0433037534121,1.8211596195403175
19.98,29.801201932528368,32.67780525641943,0.22837047602274244,0.11741043070730428,200.0827369991643,1.8205110503412412
19.99,29.79427075868507,32.68830201888697,0.22666911379374316,0.11771885027345969,200.1220409160582,1.8198625433066544
20.0,29.7873487523491,32.698802945172154,0.22495537313548314,0.11802830241448485,200.16122093241918,1.8192149063653738
20.009999999999998,29.780435825577865,32.709307995219525,0.22322948830005965,0.11833883422426354,200.2002824296527,1.8185689770099358
20.02,29.773531890428732,32.71981712897366,0.2214916935395675,0.11865049279668001,200.23923078916428,1.8179255927328755
20.029999999999998,29.7666368589591,32.73033030637913,0.219742223106104,0.118963325225618,200.2780713923595,1.8172855910267294
20.04,29.759750643226347,32.7408474873805,0.21798131125176398,0.11927737860496179,200.3168096206438,1.816649809384033
